dataset,count,method,dimensions,rho.seuclidean
TabulaMuris_Thymus_FACS,logcounts,kpca-cos,8,0.3075387834150635
TabulaMuris_Thymus_FACS,logcounts,kpca-cos,48,-0.037754381738505385
TabulaMuris_Thymus_FACS,logcounts,pca,4,0.3682300537135687
TabulaMuris_Thymus_FACS,logcounts,pca,32,0.5457522251609209
TabulaMuris_Thymus_FACS,logcounts,pca,2,0.23612707518598292
TabulaMuris_Thymus_FACS,logcounts,pca,16,0.5577931755225802
TabulaMuris_Thymus_FACS,logcounts,pca,96,0.45680238520488503
TabulaMuris_Thymus_FACS,logcounts,pca,8,0.4971932381409158
TabulaMuris_Thymus_FACS,logcounts,pca,48,0.5101203388369401
TabulaMuris_Thymus_FACS,logcounts,pmf,4,0.3805839536001525
TabulaMuris_Thymus_FACS,logcounts,pmf,32,0.5543292675239774
TabulaMuris_Thymus_FACS,logcounts,pmf,2,0.2546543007466275
TabulaMuris_Thymus_FACS,logcounts,pmf,16,0.49999068591020374
TabulaMuris_Thymus_FACS,logcounts,pmf,96,0.5965139705693315
TabulaMuris_Thymus_FACS,logcounts,pmf,8,0.42028935364222686
TabulaMuris_Thymus_FACS,logcounts,pmf,48,0.588738483316362
TabulaMuris_Thymus_FACS,logcounts,snmf,4,0.329722704543018
TabulaMuris_Thymus_FACS,logcounts,snmf,32,0.5498503076482457
TabulaMuris_Thymus_FACS,logcounts,snmf,2,0.2860079078289959
TabulaMuris_Thymus_FACS,logcounts,snmf,16,0.5220588149759487
TabulaMuris_Thymus_FACS,logcounts,snmf,96,0.4708220008749752
TabulaMuris_Thymus_FACS,logcounts,snmf,8,0.4030683489519379
TabulaMuris_Thymus_FACS,logcounts,snmf,48,0.5376468050823593
TabulaMuris_Thymus_FACS,logcounts,ipca,4,0.36822923974699284
TabulaMuris_Thymus_FACS,logcounts,ipca,32,0.5483615930346745
TabulaMuris_Thymus_FACS,logcounts,ipca,2,0.23612707520084678
TabulaMuris_Thymus_FACS,logcounts,ipca,16,0.5618916276571814
TabulaMuris_Thymus_FACS,logcounts,ipca,96,0.44708659062552136
TabulaMuris_Thymus_FACS,logcounts,ipca,8,0.4971504900996777
TabulaMuris_Thymus_FACS,logcounts,ipca,48,0.5094982125883181
TabulaMuris_Thymus_FACS,logcounts,icm,4,0.3402880449262751
TabulaMuris_Thymus_FACS,logcounts,icm,32,0.5351810776790213
TabulaMuris_Thymus_FACS,logcounts,icm,2,0.2934182533788711
TabulaMuris_Thymus_FACS,logcounts,icm,16,0.5240611879447018
TabulaMuris_Thymus_FACS,logcounts,icm,96,0.4820747902500084
TabulaMuris_Thymus_FACS,logcounts,icm,8,0.3890771894799718
TabulaMuris_Thymus_FACS,logcounts,icm,48,0.5619119331719589
TabulaMuris_Thymus_FACS,logcounts,ivis,4,-0.05653536508956523
TabulaMuris_Thymus_FACS,logcounts,ivis,32,-0.07642636445346483
TabulaMuris_Thymus_FACS,logcounts,ivis,2,-0.07396937037148005
TabulaMuris_Thymus_FACS,logcounts,ivis,16,-0.08886754012350934
TabulaMuris_Thymus_FACS,logcounts,ivis,96,-0.02453753934848864
TabulaMuris_Thymus_FACS,logcounts,ivis,8,-0.0618304966696813
TabulaMuris_Thymus_FACS,logcounts,ivis,48,-0.08196857081510006
TabulaMuris_Tongue_FACS,counts,spca,4,-0.129006053011001
TabulaMuris_Tongue_FACS,counts,spca,32,-0.002833957224717692
TabulaMuris_Tongue_FACS,counts,spca,2,0.1217540113129219
TabulaMuris_Tongue_FACS,counts,spca,16,-0.022318703402801104
TabulaMuris_Tongue_FACS,counts,spca,96,0.05694921075060883
TabulaMuris_Tongue_FACS,counts,spca,8,-0.17325300050985465
TabulaMuris_Tongue_FACS,counts,spca,48,-0.014726501271277758
TabulaMuris_Tongue_FACS,counts,tsvd,4,-0.12027968748687881
TabulaMuris_Tongue_FACS,counts,tsvd,32,-0.010451888522624152
TabulaMuris_Tongue_FACS,counts,tsvd,2,0.1403986888139658
TabulaMuris_Tongue_FACS,counts,tsvd,16,-0.0496081854488181
TabulaMuris_Tongue_FACS,counts,tsvd,96,0.017865182177204026
TabulaMuris_Tongue_FACS,counts,tsvd,8,-0.13303274002088347
TabulaMuris_Tongue_FACS,counts,tsvd,48,-0.032454005536975764
TabulaMuris_Tongue_FACS,counts,spca-batch,4,0.01611701789052999
TabulaMuris_Tongue_FACS,counts,spca-batch,32,-0.025329915125225172
TabulaMuris_Tongue_FACS,counts,spca-batch,2,0.11525919890690517
TabulaMuris_Tongue_FACS,counts,spca-batch,16,-0.05492516114078049
TabulaMuris_Tongue_FACS,counts,spca-batch,96,-0.03161464846361458
TabulaMuris_Tongue_FACS,counts,spca-batch,8,-0.04308742244551915
TabulaMuris_Tongue_FACS,counts,spca-batch,48,0.028285478677348017
TabulaMuris_Tongue_FACS,counts,zifa,4,0.13354901797232166
TabulaMuris_Tongue_FACS,counts,zifa,32,0.37253262457056474
TabulaMuris_Tongue_FACS,counts,zifa,2,-0.018007872058823992
TabulaMuris_Tongue_FACS,counts,zifa,16,0.29054322408998917
TabulaMuris_Tongue_FACS,counts,zifa,8,0.1652333781752452
TabulaMuris_Tongue_FACS,counts,zifa,48,0.39450594490138
TabulaMuris_Tongue_FACS,counts,nsnmf,4,0.017518245842305786
TabulaMuris_Tongue_FACS,counts,nsnmf,32,0.19122085527741814
TabulaMuris_Tongue_FACS,counts,nsnmf,2,0.044287061602370746
TabulaMuris_Tongue_FACS,counts,nsnmf,16,0.055156009126978114
TabulaMuris_Tongue_FACS,counts,nsnmf,96,0.27474064450936514
TabulaMuris_Tongue_FACS,counts,nsnmf,8,0.03770091608927834
TabulaMuris_Tongue_FACS,counts,nsnmf,48,0.20505181593878574
TabulaMuris_Tongue_FACS,counts,vpac,4,0.3246469706678428
TabulaMuris_Tongue_FACS,counts,vpac,32,0.1385956876212598
TabulaMuris_Tongue_FACS,counts,vpac,2,-0.1734938463488644
TabulaMuris_Tongue_FACS,counts,vpac,16,0.0925524776759779
TabulaMuris_Tongue_FACS,counts,vpac,96,0.2959840848258675
TabulaMuris_Tongue_FACS,counts,vpac,8,-0.04390008173429003
TabulaMuris_Tongue_FACS,counts,vpac,48,0.1472020198830787
TabulaMuris_Tongue_FACS,counts,umap,4,-0.08566195044578308
TabulaMuris_Tongue_FACS,counts,umap,32,-0.018765220319624697
TabulaMuris_Tongue_FACS,counts,umap,2,-0.036296966444773926
TabulaMuris_Tongue_FACS,counts,umap,16,-0.027690363512517004
TabulaMuris_Tongue_FACS,counts,umap,96,-0.07327319101860193
TabulaMuris_Tongue_FACS,counts,umap,8,-0.06436535920918166
TabulaMuris_Tongue_FACS,counts,umap,48,-0.007924482363512567
TabulaMuris_Tongue_FACS,counts,kpca-sig,4,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,32,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,2,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,16,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,96,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,8,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,48,nan
TabulaMuris_Tongue_FACS,counts,nmf2,4,-0.018979995061742305
TabulaMuris_Tongue_FACS,counts,nmf2,32,0.04671096356428925
TabulaMuris_Tongue_FACS,counts,nmf2,2,0.0679484396689479
TabulaMuris_Tongue_FACS,counts,nmf2,16,-0.06289122646088768
TabulaMuris_Tongue_FACS,counts,nmf2,96,0.13477885691095173
TabulaMuris_Tongue_FACS,counts,nmf2,8,-0.06020184787095444
TabulaMuris_Tongue_FACS,counts,nmf2,48,-0.0007983926002898832
TabulaMuris_Tongue_FACS,counts,srp,4,0.04920140909276409
TabulaMuris_Tongue_FACS,counts,srp,32,0.0783413173254386
TabulaMuris_Tongue_FACS,counts,srp,2,0.05475979377483796
TabulaMuris_Tongue_FACS,counts,srp,16,0.16709323311827526
TabulaMuris_Tongue_FACS,counts,srp,96,0.10486318566093619
TabulaMuris_Tongue_FACS,counts,srp,8,0.15629866506172826
TabulaMuris_Tongue_FACS,counts,srp,48,0.11798386308660158
TabulaMuris_Tongue_FACS,counts,psmf,4,0.07553645650284846
TabulaMuris_Tongue_FACS,counts,psmf,32,0.23858851900355255
TabulaMuris_Tongue_FACS,counts,psmf,2,0.15771187303242928
TabulaMuris_Tongue_FACS,counts,psmf,16,0.14242283271065181
TabulaMuris_Tongue_FACS,counts,psmf,96,0.3631293688123573
TabulaMuris_Tongue_FACS,counts,psmf,8,0.13630706464626594
TabulaMuris_Tongue_FACS,counts,psmf,48,0.27009580175786024
TabulaMuris_Tongue_FACS,counts,fica,4,-0.12900577692463933
TabulaMuris_Tongue_FACS,counts,fica,32,-0.010723640119376831
TabulaMuris_Tongue_FACS,counts,fica,2,0.12175416800847885
TabulaMuris_Tongue_FACS,counts,fica,16,-0.024123204970487384
TabulaMuris_Tongue_FACS,counts,fica,96,0.016132943742884993
TabulaMuris_Tongue_FACS,counts,fica,8,-0.17324773739129976
TabulaMuris_Tongue_FACS,counts,fica,48,-0.031226778568237138
TabulaMuris_Tongue_FACS,counts,lle,4,-0.024243329357039035
TabulaMuris_Tongue_FACS,counts,lle,32,-0.11307974557149529
TabulaMuris_Tongue_FACS,counts,lle,2,0.026576599757801366
TabulaMuris_Tongue_FACS,counts,lle,16,-0.1032434567821404
TabulaMuris_Tongue_FACS,counts,lle,96,-0.14369322897441228
TabulaMuris_Tongue_FACS,counts,lle,8,-0.08344203596196748
TabulaMuris_Tongue_FACS,counts,lle,48,-0.1328564131741215
TabulaMuris_Tongue_FACS,counts,lsnmf,4,0.005337531253585044
TabulaMuris_Tongue_FACS,counts,lsnmf,32,-0.014255553060336048
TabulaMuris_Tongue_FACS,counts,lsnmf,2,-3.361720287190916e-05
TabulaMuris_Tongue_FACS,counts,lsnmf,16,0.01120997619966306
TabulaMuris_Tongue_FACS,counts,lsnmf,96,-0.008685305110127889
TabulaMuris_Tongue_FACS,counts,lsnmf,8,-0.009300650588268735
TabulaMuris_Tongue_FACS,counts,lsnmf,48,0.0003357233309763533
TabulaMuris_Tongue_FACS,counts,phate,4,-0.07356971476636745
TabulaMuris_Tongue_FACS,counts,phate,32,-0.0581698819443572
TabulaMuris_Tongue_FACS,counts,phate,2,0.07079526086926417
TabulaMuris_Tongue_FACS,counts,phate,16,-0.079290948784558
TabulaMuris_Tongue_FACS,counts,phate,96,-0.019868350118520773
TabulaMuris_Tongue_FACS,counts,phate,8,-0.0506572645181252
TabulaMuris_Tongue_FACS,counts,phate,48,-0.03370961200989697
TabulaMuris_Tongue_FACS,counts,kpca-rbf,4,-0.056682450322274015
TabulaMuris_Tongue_FACS,counts,kpca-rbf,32,-0.04448708365723263
TabulaMuris_Tongue_FACS,counts,kpca-rbf,2,-0.02321033191626616
TabulaMuris_Tongue_FACS,counts,kpca-rbf,16,-0.04258236429695833
TabulaMuris_Tongue_FACS,counts,kpca-rbf,96,-0.028486814005171595
TabulaMuris_Tongue_FACS,counts,kpca-rbf,8,-0.054218595127710954
TabulaMuris_Tongue_FACS,counts,kpca-rbf,48,nan
TabulaMuris_Tongue_FACS,counts,isomap,4,-0.09775672585182126
TabulaMuris_Tongue_FACS,counts,isomap,32,-0.0774229829179266
TabulaMuris_Tongue_FACS,counts,isomap,2,-0.06351588808587529
TabulaMuris_Tongue_FACS,counts,isomap,16,-0.04147215794945296
TabulaMuris_Tongue_FACS,counts,isomap,96,-0.05109289109960734
TabulaMuris_Tongue_FACS,counts,isomap,8,-0.048617813989000426
TabulaMuris_Tongue_FACS,counts,isomap,48,-0.07365240111605689
TabulaMuris_Tongue_FACS,counts,saucie,4,-0.02261645200894483
TabulaMuris_Tongue_FACS,counts,saucie,32,0.025792772953107022
TabulaMuris_Tongue_FACS,counts,saucie,2,-0.01305685705119851
TabulaMuris_Tongue_FACS,counts,saucie,16,0.04531623365633302
TabulaMuris_Tongue_FACS,counts,saucie,96,0.008051906040076173
TabulaMuris_Tongue_FACS,counts,saucie,8,0.009385662245887971
TabulaMuris_Tongue_FACS,counts,saucie,48,0.005080999233244044
TabulaMuris_Tongue_FACS,counts,bd,4,-0.13348873453044932
TabulaMuris_Tongue_FACS,counts,bd,32,-0.05703099528514418
TabulaMuris_Tongue_FACS,counts,bd,2,0.14105740291795626
TabulaMuris_Tongue_FACS,counts,bd,16,-0.09627966109606131
TabulaMuris_Tongue_FACS,counts,bd,96,-0.010135304498781474
TabulaMuris_Tongue_FACS,counts,bd,8,-0.19009687743940107
TabulaMuris_Tongue_FACS,counts,bd,48,-0.08684610046376302
TabulaMuris_Tongue_FACS,counts,lda,4,-0.22727734364680438
TabulaMuris_Tongue_FACS,counts,lda,32,0.19188147704186145
TabulaMuris_Tongue_FACS,counts,lda,2,-0.15361834536016286
TabulaMuris_Tongue_FACS,counts,lda,16,0.11787839837739278
TabulaMuris_Tongue_FACS,counts,lda,96,0.19919296538868986
TabulaMuris_Tongue_FACS,counts,lda,8,-0.025519857111793522
TabulaMuris_Tongue_FACS,counts,lda,48,0.11034444287716308
TabulaMuris_Tongue_FACS,counts,spectral,4,0.011547152521774939
TabulaMuris_Tongue_FACS,counts,spectral,32,-0.010283478997543819
TabulaMuris_Tongue_FACS,counts,spectral,2,0.13875170097125192
TabulaMuris_Tongue_FACS,counts,spectral,16,-0.0825717300451432
TabulaMuris_Tongue_FACS,counts,spectral,96,0.0202911320945881
TabulaMuris_Tongue_FACS,counts,spectral,8,0.04892695309383897
TabulaMuris_Tongue_FACS,counts,spectral,48,0.04179234731314873
TabulaMuris_Tongue_FACS,counts,grp,4,-0.10785437626382635
TabulaMuris_Tongue_FACS,counts,grp,32,-0.031233074602607224
TabulaMuris_Tongue_FACS,counts,grp,2,-0.12006305162671259
TabulaMuris_Tongue_FACS,counts,grp,16,0.013405010845185479
TabulaMuris_Tongue_FACS,counts,grp,96,-0.00717816388118635
TabulaMuris_Tongue_FACS,counts,grp,8,0.008836271161519634
TabulaMuris_Tongue_FACS,counts,grp,48,-0.029200076917842967
TabulaMuris_Tongue_FACS,counts,fa,4,0.09667195416065356
TabulaMuris_Tongue_FACS,counts,fa,32,0.4425281998809195
TabulaMuris_Tongue_FACS,counts,fa,2,-0.004688276554107334
TabulaMuris_Tongue_FACS,counts,fa,16,0.3051367375014747
TabulaMuris_Tongue_FACS,counts,fa,96,0.48929800660145223
TabulaMuris_Tongue_FACS,counts,fa,8,0.1443696540810794
TabulaMuris_Tongue_FACS,counts,fa,48,0.41131613057269206
TabulaMuris_Tongue_FACS,counts,mctsne,4,-0.050081854459310286
TabulaMuris_Tongue_FACS,counts,mctsne,32,nan
TabulaMuris_Tongue_FACS,counts,mctsne,2,-0.040803076795537574
TabulaMuris_Tongue_FACS,counts,mctsne,96,0.04997706975935014
TabulaMuris_Tongue_FACS,counts,mctsne,8,-0.04189120997848253
TabulaMuris_Tongue_FACS,counts,mctsne,48,0.09632715757421757
TabulaMuris_Tongue_FACS,counts,nmf,4,-0.13975756179133816
TabulaMuris_Tongue_FACS,counts,nmf,32,-0.07327837523147648
TabulaMuris_Tongue_FACS,counts,nmf,2,0.14093158683776022
TabulaMuris_Tongue_FACS,counts,nmf,16,-0.09736208728081669
TabulaMuris_Tongue_FACS,counts,nmf,96,-0.03717334517515662
TabulaMuris_Tongue_FACS,counts,nmf,8,-0.1902414668793203
TabulaMuris_Tongue_FACS,counts,nmf,48,-0.06546270870362877
TabulaMuris_Tongue_FACS,counts,kpca-pol,4,-0.01433697256081035
TabulaMuris_Tongue_FACS,counts,kpca-pol,32,-0.030958810863934805
TabulaMuris_Tongue_FACS,counts,kpca-pol,2,0.11974947155002566
TabulaMuris_Tongue_FACS,counts,kpca-pol,16,-0.0732343059034119
TabulaMuris_Tongue_FACS,counts,kpca-pol,96,0.009068877371418626
TabulaMuris_Tongue_FACS,counts,kpca-pol,8,-0.09914549907821725
TabulaMuris_Tongue_FACS,counts,kpca-pol,48,-0.008505948151281346
TabulaMuris_Tongue_FACS,counts,vasc,4,nan
TabulaMuris_Tongue_FACS,counts,vasc,32,nan
TabulaMuris_Tongue_FACS,counts,vasc,2,nan
TabulaMuris_Tongue_FACS,counts,vasc,16,nan
TabulaMuris_Tongue_FACS,counts,vasc,96,nan
TabulaMuris_Tongue_FACS,counts,vasc,8,nan
TabulaMuris_Tongue_FACS,counts,vasc,48,nan
TabulaMuris_Tongue_FACS,counts,kpca-cos,4,-0.14566526028514978
TabulaMuris_Tongue_FACS,counts,kpca-cos,32,-0.007916596910850804
TabulaMuris_Tongue_FACS,counts,kpca-cos,2,-0.18930731798104602
TabulaMuris_Tongue_FACS,counts,kpca-cos,16,-0.025826558566744345
TabulaMuris_Tongue_FACS,counts,kpca-cos,96,0.011032083254511167
TabulaMuris_Tongue_FACS,counts,kpca-cos,8,-0.13188845168794253
TabulaMuris_Tongue_FACS,counts,kpca-cos,48,-0.011611739261816025
TabulaMuris_Tongue_FACS,counts,pca,4,-0.12900577795036822
TabulaMuris_Tongue_FACS,counts,pca,32,-0.011008086872745777
TabulaMuris_Tongue_FACS,counts,pca,2,0.1217541685448975
TabulaMuris_Tongue_FACS,counts,pca,16,-0.02412300269126345
TabulaMuris_Tongue_FACS,counts,pca,96,0.016524324254622254
TabulaMuris_Tongue_FACS,counts,pca,8,-0.1732476955146423
TabulaMuris_Tongue_FACS,counts,pca,48,-0.03133192563671213
TabulaMuris_Tongue_FACS,counts,pmf,4,0.04812146779232759
TabulaMuris_Tongue_FACS,counts,pmf,32,0.16935317933906915
TabulaMuris_Tongue_FACS,counts,pmf,2,-0.015012329036243468
TabulaMuris_Tongue_FACS,counts,pmf,16,0.10299809169585276
TabulaMuris_Tongue_FACS,counts,pmf,96,0.3176327152857042
TabulaMuris_Tongue_FACS,counts,pmf,8,0.0222556312373251
TabulaMuris_Tongue_FACS,counts,pmf,48,0.22802373944274143
TabulaMuris_Tongue_FACS,counts,snmf,4,-0.15485705543939354
TabulaMuris_Tongue_FACS,counts,snmf,32,nan
TabulaMuris_Tongue_FACS,counts,snmf,2,-0.09837007108012417
TabulaMuris_Tongue_FACS,counts,snmf,16,-0.07265030060337874
TabulaMuris_Tongue_FACS,counts,snmf,8,-0.1421384905328192
TabulaMuris_Tongue_FACS,counts,snmf,48,nan
TabulaMuris_Tongue_FACS,counts,ipca,4,-0.12900577786233974
TabulaMuris_Tongue_FACS,counts,ipca,32,-0.010723639859742954
TabulaMuris_Tongue_FACS,counts,ipca,2,0.1217541685448975
TabulaMuris_Tongue_FACS,counts,ipca,16,-0.024123207123394132
TabulaMuris_Tongue_FACS,counts,ipca,96,0.016132943689279162
TabulaMuris_Tongue_FACS,counts,ipca,8,-0.17324773913150873
TabulaMuris_Tongue_FACS,counts,ipca,48,-0.0312267780179183
TabulaMuris_Tongue_FACS,counts,icm,4,0.05536151017296055
TabulaMuris_Tongue_FACS,counts,icm,32,-0.1639995507560244
TabulaMuris_Tongue_FACS,counts,icm,2,0.003940764189555334
TabulaMuris_Tongue_FACS,counts,icm,16,-0.10838076678795622
TabulaMuris_Tongue_FACS,counts,icm,96,-0.18440168074129676
TabulaMuris_Tongue_FACS,counts,icm,8,0.033072715975504145
TabulaMuris_Tongue_FACS,counts,icm,48,-0.20075654385290342
TabulaMuris_Tongue_FACS,counts,ivis,4,0.048886895149489296
TabulaMuris_Tongue_FACS,counts,ivis,32,-0.3033748708108102
TabulaMuris_Tongue_FACS,counts,ivis,2,0.048632572440209305
TabulaMuris_Tongue_FACS,counts,ivis,16,0.04866804092234793
TabulaMuris_Tongue_FACS,counts,ivis,96,-0.25922890139931914
TabulaMuris_Tongue_FACS,counts,ivis,8,0.030134633255468033
TabulaMuris_Tongue_FACS,counts,ivis,48,-0.24204656658473098
TabulaMuris_Tongue_FACS,logcounts,spca,4,0.1900650649827259
TabulaMuris_Tongue_FACS,logcounts,spca,32,0.36695057262779807
TabulaMuris_Tongue_FACS,logcounts,spca,2,0.09342618442685255
TabulaMuris_Tongue_FACS,logcounts,spca,16,0.3187759096104553
TabulaMuris_Tongue_FACS,logcounts,spca,96,0.4182992092855585
TabulaMuris_Tongue_FACS,logcounts,spca,8,0.26179201232285104
TabulaMuris_Tongue_FACS,logcounts,spca,48,0.4148663643685374
TabulaMuris_Tongue_FACS,logcounts,tsvd,4,0.17683348567242313
TabulaMuris_Tongue_FACS,logcounts,tsvd,32,0.4245956253615002
TabulaMuris_Tongue_FACS,logcounts,tsvd,2,0.0686734441402907
TabulaMuris_Tongue_FACS,logcounts,tsvd,16,0.32827705380203753
TabulaMuris_Tongue_FACS,logcounts,tsvd,96,0.41958872210286174
TabulaMuris_Tongue_FACS,logcounts,tsvd,8,0.24829129407410627
TabulaMuris_Tongue_FACS,logcounts,tsvd,48,0.4490929694140163
TabulaMuris_Tongue_FACS,logcounts,spca-batch,4,0.1282386626397029
TabulaMuris_Tongue_FACS,logcounts,spca-batch,32,0.23724571995518876
TabulaMuris_Tongue_FACS,logcounts,spca-batch,2,0.1039668123255262
TabulaMuris_Tongue_FACS,logcounts,spca-batch,16,0.18089247302265077
TabulaMuris_Tongue_FACS,logcounts,spca-batch,96,nan
TabulaMuris_Tongue_FACS,logcounts,spca-batch,8,0.17025535494936192
TabulaMuris_Tongue_FACS,logcounts,spca-batch,48,0.21918318657053062
TabulaMuris_Tongue_FACS,logcounts,zifa,4,0.14218304827952122
TabulaMuris_Tongue_FACS,logcounts,zifa,32,0.3394013401688651
TabulaMuris_Tongue_FACS,logcounts,zifa,2,0.07920418507124907
TabulaMuris_Tongue_FACS,logcounts,zifa,16,0.33304502448608614
TabulaMuris_Tongue_FACS,logcounts,zifa,8,0.2669500954211728
TabulaMuris_Tongue_FACS,logcounts,zifa,48,0.32999608844822037
TabulaMuris_Tongue_FACS,logcounts,nsnmf,4,0.13620014562645247
TabulaMuris_Tongue_FACS,logcounts,nsnmf,32,0.2893596541935234
TabulaMuris_Tongue_FACS,logcounts,nsnmf,2,0.16027279903378483
TabulaMuris_Tongue_FACS,logcounts,nsnmf,16,0.2876449418273319
TabulaMuris_Tongue_FACS,logcounts,nsnmf,96,0.4046341469051027
TabulaMuris_Tongue_FACS,logcounts,nsnmf,8,0.1608318317757583
TabulaMuris_Tongue_FACS,logcounts,nsnmf,48,0.34273820478217165
TabulaMuris_Tongue_FACS,logcounts,vpac,4,0.20279682230211624
TabulaMuris_Tongue_FACS,logcounts,vpac,32,0.21780000431663868
TabulaMuris_Tongue_FACS,logcounts,vpac,2,0.06108983099772307
TabulaMuris_Tongue_FACS,logcounts,vpac,16,0.26969742288950405
TabulaMuris_Tongue_FACS,logcounts,vpac,96,0.33441089856359973
TabulaMuris_Tongue_FACS,logcounts,vpac,8,0.05056331307044095
TabulaMuris_Tongue_FACS,logcounts,vpac,48,0.26206662974909156
TabulaMuris_Tongue_FACS,logcounts,umap,4,0.05573851271553292
TabulaMuris_Tongue_FACS,logcounts,umap,32,0.08274430371279307
TabulaMuris_Tongue_FACS,logcounts,umap,2,0.0557431366904855
TabulaMuris_Tongue_FACS,logcounts,umap,16,0.06275117368602273
TabulaMuris_Tongue_FACS,logcounts,umap,96,0.05598152322305235
TabulaMuris_Tongue_FACS,logcounts,umap,8,0.062964668497446
TabulaMuris_Tongue_FACS,logcounts,umap,48,0.04907855353315788
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,4,0.12274107754375399
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,32,0.16688075074468456
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,2,0.07693690906709104
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,16,0.16802024665742213
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,96,0.07925031680798446
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,8,0.12140314441587721
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,48,0.134072989004173
TabulaMuris_Tongue_FACS,logcounts,nmf2,4,0.08252343278895895
TabulaMuris_Tongue_FACS,logcounts,nmf2,32,0.11150617926048378
TabulaMuris_Tongue_FACS,logcounts,nmf2,2,0.09960447668918825
TabulaMuris_Tongue_FACS,logcounts,nmf2,16,0.1188465039827988
TabulaMuris_Tongue_FACS,logcounts,nmf2,96,0.16594928829161473
TabulaMuris_Tongue_FACS,logcounts,nmf2,8,0.11322137007236996
TabulaMuris_Tongue_FACS,logcounts,nmf2,48,0.144331302011677
TabulaMuris_Tongue_FACS,logcounts,srp,4,0.10257181139681612
TabulaMuris_Tongue_FACS,logcounts,srp,32,0.18768088251942397
TabulaMuris_Tongue_FACS,logcounts,srp,2,0.030601416538526188
TabulaMuris_Tongue_FACS,logcounts,srp,16,0.14888053192433337
TabulaMuris_Tongue_FACS,logcounts,srp,96,0.3192555724175228
TabulaMuris_Tongue_FACS,logcounts,srp,8,0.0839787844158346
TabulaMuris_Tongue_FACS,logcounts,srp,48,0.23698884044174862
TabulaMuris_Tongue_FACS,logcounts,psmf,4,0.119829627888526
TabulaMuris_Tongue_FACS,logcounts,psmf,32,0.2240758800007374
TabulaMuris_Tongue_FACS,logcounts,psmf,2,0.12002811713083544
TabulaMuris_Tongue_FACS,logcounts,psmf,16,0.21142474032157732
TabulaMuris_Tongue_FACS,logcounts,psmf,96,0.27597850192333634
TabulaMuris_Tongue_FACS,logcounts,psmf,8,0.19465917731048962
TabulaMuris_Tongue_FACS,logcounts,psmf,48,0.24219916510361272
TabulaMuris_Tongue_FACS,logcounts,fica,4,0.20250675283813127
TabulaMuris_Tongue_FACS,logcounts,fica,32,0.41018310583528145
TabulaMuris_Tongue_FACS,logcounts,fica,2,0.08381481397442443
TabulaMuris_Tongue_FACS,logcounts,fica,16,0.3312534111991556
TabulaMuris_Tongue_FACS,logcounts,fica,96,0.4406331754644736
TabulaMuris_Tongue_FACS,logcounts,fica,8,0.26568423851979356
TabulaMuris_Tongue_FACS,logcounts,fica,48,0.46726590362183074
TabulaMuris_Tongue_FACS,logcounts,lle,4,-0.010921480563024777
TabulaMuris_Tongue_FACS,logcounts,lle,32,-0.03585041484760816
TabulaMuris_Tongue_FACS,logcounts,lle,2,0.06865302534063646
TabulaMuris_Tongue_FACS,logcounts,lle,16,0.03164000135379101
TabulaMuris_Tongue_FACS,logcounts,lle,96,-0.1618957558019435
TabulaMuris_Tongue_FACS,logcounts,lle,8,0.024135812628834068
TabulaMuris_Tongue_FACS,logcounts,lle,48,-0.08760981382599492
TabulaMuris_Tongue_FACS,logcounts,lsnmf,4,0.09737026287966506
TabulaMuris_Tongue_FACS,logcounts,lsnmf,32,0.22586358527759695
TabulaMuris_Tongue_FACS,logcounts,lsnmf,2,0.07936883810587962
TabulaMuris_Tongue_FACS,logcounts,lsnmf,16,0.07227251932104183
TabulaMuris_Tongue_FACS,logcounts,lsnmf,96,0.006813385175896653
TabulaMuris_Tongue_FACS,logcounts,lsnmf,8,0.11396437349607717
TabulaMuris_Tongue_FACS,logcounts,lsnmf,48,0.12222282866916809
TabulaMuris_Tongue_FACS,logcounts,phate,4,0.14867995287116903
TabulaMuris_Tongue_FACS,logcounts,phate,32,0.15940226381363448
TabulaMuris_Tongue_FACS,logcounts,phate,2,0.14583849851123554
TabulaMuris_Tongue_FACS,logcounts,phate,16,0.17576771259289223
TabulaMuris_Tongue_FACS,logcounts,phate,96,0.10391262129778174
TabulaMuris_Tongue_FACS,logcounts,phate,8,0.16606943603947683
TabulaMuris_Tongue_FACS,logcounts,phate,48,0.10841405496707918
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,4,0.00994582506676681
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,32,0.04604434659346341
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,2,-0.03106966257663759
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,16,0.04787566591724234
