dataset,count,method,dimensions,rho.cosine
TabulaMuris_Tongue_10X,logcounts,lle,96,0.033304012399195455
TabulaMuris_Tongue_10X,logcounts,lle,48,0.04434821589306559
TabulaMuris_Tongue_10X,logcounts,lle,32,0.07723159625134444
TabulaMuris_Tongue_10X,logcounts,lle,2,0.0035662926727491225
TabulaMuris_Tongue_10X,logcounts,lle,4,0.33259304288116964
TabulaMuris_Tongue_10X,logcounts,lle,8,0.20704431068924467
TabulaMuris_Tongue_10X,logcounts,lle,16,0.11403873976668925
TabulaMuris_Tongue_10X,logcounts,kpca-cos,96,0.2552873101504447
TabulaMuris_Tongue_10X,logcounts,kpca-cos,48,0.24164166341164475
TabulaMuris_Tongue_10X,logcounts,kpca-cos,32,0.23665050896330173
TabulaMuris_Tongue_10X,logcounts,kpca-cos,2,0.11616926776273497
TabulaMuris_Tongue_10X,logcounts,kpca-cos,4,0.18720100251149466
TabulaMuris_Tongue_10X,logcounts,kpca-cos,8,0.2157325622332101
TabulaMuris_Tongue_10X,logcounts,kpca-cos,16,0.22696234827846457
TabulaMuris_Tongue_10X,logcounts,grp,96,0.5934217736153
TabulaMuris_Tongue_10X,logcounts,grp,48,0.522708785839586
TabulaMuris_Tongue_10X,logcounts,grp,32,0.42597738013061026
TabulaMuris_Tongue_10X,logcounts,grp,2,0.11733088821099502
TabulaMuris_Tongue_10X,logcounts,grp,4,0.03911266668600553
TabulaMuris_Tongue_10X,logcounts,grp,8,0.1587987629966386
TabulaMuris_Tongue_10X,logcounts,grp,16,0.21716210862862015
TabulaMuris_Tongue_10X,logcounts,pmf,96,0.18553532239135823
TabulaMuris_Tongue_10X,logcounts,pmf,48,0.1857861377474899
TabulaMuris_Tongue_10X,logcounts,pmf,32,0.18557642519035708
TabulaMuris_Tongue_10X,logcounts,pmf,2,0.1282810880811772
TabulaMuris_Tongue_10X,logcounts,pmf,4,0.1389136409803139
TabulaMuris_Tongue_10X,logcounts,pmf,8,0.16219386069536804
TabulaMuris_Tongue_10X,logcounts,pmf,16,0.16374414419556646
TabulaMuris_Tongue_10X,logcounts,ipca,96,0.22354719740777598
TabulaMuris_Tongue_10X,logcounts,ipca,48,0.21004836570619698
TabulaMuris_Tongue_10X,logcounts,ipca,32,0.2053433893360289
TabulaMuris_Tongue_10X,logcounts,ipca,2,0.09400940412358585
TabulaMuris_Tongue_10X,logcounts,ipca,4,0.157807134123412
TabulaMuris_Tongue_10X,logcounts,ipca,8,0.1843381667043305
TabulaMuris_Tongue_10X,logcounts,ipca,16,0.19601052560502377
TabulaMuris_Tongue_10X,logcounts,lda,96,0.31320323201551803
TabulaMuris_Tongue_10X,logcounts,lda,48,0.30315257954202773
TabulaMuris_Tongue_10X,logcounts,lda,32,0.24018356707016736
TabulaMuris_Tongue_10X,logcounts,lda,2,0.06823757242644844
TabulaMuris_Tongue_10X,logcounts,lda,4,0.11307331914913613
TabulaMuris_Tongue_10X,logcounts,lda,8,0.1874256406260277
TabulaMuris_Tongue_10X,logcounts,lda,16,0.24032486797631847
TabulaMuris_Tongue_10X,logcounts,kpca-sig,96,0.28208715888947206
TabulaMuris_Tongue_10X,logcounts,kpca-sig,48,0.2790878292929726
TabulaMuris_Tongue_10X,logcounts,kpca-sig,32,0.2767076792924745
TabulaMuris_Tongue_10X,logcounts,kpca-sig,2,0.2007481841462058
TabulaMuris_Tongue_10X,logcounts,kpca-sig,4,0.23802985278969357
TabulaMuris_Tongue_10X,logcounts,kpca-sig,8,0.2636794068040692
TabulaMuris_Tongue_10X,logcounts,kpca-sig,16,0.27171429813956127
TabulaMuris_Tongue_10X,logcounts,umap,96,-0.01996716820389113
TabulaMuris_Tongue_10X,logcounts,umap,48,-0.045844262464670084
TabulaMuris_Tongue_10X,logcounts,umap,32,0.023723798290041204
TabulaMuris_Tongue_10X,logcounts,umap,2,0.11217850986000794
TabulaMuris_Tongue_10X,logcounts,umap,4,-0.1222400783589133
TabulaMuris_Tongue_10X,logcounts,umap,8,-0.0659604229286999
TabulaMuris_Tongue_10X,logcounts,umap,16,-0.020523629301509565
TabulaMuris_Tongue_10X,logcounts,phate,96,0.04194249604365136
TabulaMuris_Tongue_10X,logcounts,phate,48,0.04501270146269026
TabulaMuris_Tongue_10X,logcounts,phate,32,0.04612945370067803
TabulaMuris_Tongue_10X,logcounts,phate,2,0.04026956795418142
TabulaMuris_Tongue_10X,logcounts,phate,4,0.027283996999614354
TabulaMuris_Tongue_10X,logcounts,phate,8,0.05171279914344249
TabulaMuris_Tongue_10X,logcounts,phate,16,0.050682501238930144
TabulaMuris_Tongue_10X,logcounts,fica,96,0.09684778863526286
TabulaMuris_Tongue_10X,logcounts,fica,48,0.11367586768462985
TabulaMuris_Tongue_10X,logcounts,fica,32,0.13303970742839774
TabulaMuris_Tongue_10X,logcounts,fica,2,0.09836515631737784
TabulaMuris_Tongue_10X,logcounts,fica,4,0.17975816788424037
TabulaMuris_Tongue_10X,logcounts,fica,8,0.1973807515793744
TabulaMuris_Tongue_10X,logcounts,fica,16,0.17609609254985806
TabulaMuris_Tongue_10X,logcounts,isomap,96,0.3325404065108668
TabulaMuris_Tongue_10X,logcounts,isomap,48,0.3312106614832387
TabulaMuris_Tongue_10X,logcounts,isomap,32,0.32842896356049517
TabulaMuris_Tongue_10X,logcounts,isomap,2,0.27389961360483156
TabulaMuris_Tongue_10X,logcounts,isomap,4,0.28042763882381877
TabulaMuris_Tongue_10X,logcounts,isomap,8,0.30836411864071256
TabulaMuris_Tongue_10X,logcounts,isomap,16,0.3185214345617699
TabulaMuris_Tongue_10X,logcounts,tsvd,96,0.3819444306708608
TabulaMuris_Tongue_10X,logcounts,tsvd,48,0.2879191861690278
TabulaMuris_Tongue_10X,logcounts,tsvd,32,0.25804668011404513
TabulaMuris_Tongue_10X,logcounts,tsvd,2,0.0831891573394705
TabulaMuris_Tongue_10X,logcounts,tsvd,4,0.16878251938941283
TabulaMuris_Tongue_10X,logcounts,tsvd,8,0.20347212442079127
TabulaMuris_Tongue_10X,logcounts,tsvd,16,0.22761499559799137
TabulaMuris_Tongue_10X,logcounts,vpac,96,0.1122292732137961
TabulaMuris_Tongue_10X,logcounts,vpac,48,0.09448148947757723
TabulaMuris_Tongue_10X,logcounts,vpac,32,0.09088879747018568
TabulaMuris_Tongue_10X,logcounts,vpac,2,-0.0011494989362974414
TabulaMuris_Tongue_10X,logcounts,vpac,4,0.1673252877238135
TabulaMuris_Tongue_10X,logcounts,vpac,8,0.17795952521102676
TabulaMuris_Tongue_10X,logcounts,vpac,16,0.08851627673587868
TabulaMuris_Tongue_10X,logcounts,kpca-rbf,96,0.1580492467399253
TabulaMuris_Tongue_10X,logcounts,kpca-rbf,48,0.14201965303085332
TabulaMuris_Tongue_10X,logcounts,kpca-rbf,32,0.13694674864214823
TabulaMuris_Tongue_10X,logcounts,kpca-rbf,2,0.02999917239595163
TabulaMuris_Tongue_10X,logcounts,kpca-rbf,4,0.05691710062171997
TabulaMuris_Tongue_10X,logcounts,kpca-rbf,8,0.1053650203165015
TabulaMuris_Tongue_10X,logcounts,kpca-rbf,16,0.12762819973094072
TabulaMuris_Tongue_10X,logcounts,mctsne,96,-0.42721474758294675
TabulaMuris_Tongue_10X,logcounts,mctsne,48,nan
TabulaMuris_Tongue_10X,logcounts,mctsne,32,nan
TabulaMuris_Tongue_10X,logcounts,mctsne,2,0.20579126293669966
TabulaMuris_Tongue_10X,logcounts,mctsne,4,0.223879895968772
TabulaMuris_Tongue_10X,logcounts,mctsne,8,0.23049533685194978
TabulaMuris_Tongue_10X,logcounts,nmf,96,0.16908811674365912
TabulaMuris_Tongue_10X,logcounts,nmf,48,0.0028587032336150806
TabulaMuris_Tongue_10X,logcounts,nmf,32,-0.1368140797978394
TabulaMuris_Tongue_10X,logcounts,nmf,2,0.09947843082079266
TabulaMuris_Tongue_10X,logcounts,nmf,4,0.20958555256177153
TabulaMuris_Tongue_10X,logcounts,nmf,8,0.1256046123849537
TabulaMuris_Tongue_10X,logcounts,nmf,16,0.14464201839854712
TabulaMuris_Tongue_10X,logcounts,srp,96,0.6538988122944396
TabulaMuris_Tongue_10X,logcounts,srp,48,0.5106038108675216
TabulaMuris_Tongue_10X,logcounts,srp,32,0.4421884098343422
TabulaMuris_Tongue_10X,logcounts,srp,2,0.080128900739012
TabulaMuris_Tongue_10X,logcounts,srp,4,0.18150369085264229
TabulaMuris_Tongue_10X,logcounts,srp,8,0.2551535476266356
TabulaMuris_Tongue_10X,logcounts,srp,16,0.34040748508191004
TabulaMuris_Tongue_10X,logcounts,snmf,96,0.251681601529304
TabulaMuris_Tongue_10X,logcounts,snmf,48,0.35687715089319183
TabulaMuris_Tongue_10X,logcounts,snmf,32,0.2878140692289837
TabulaMuris_Tongue_10X,logcounts,snmf,2,0.12806832124525264
TabulaMuris_Tongue_10X,logcounts,snmf,4,0.2155790394201539
TabulaMuris_Tongue_10X,logcounts,snmf,8,0.1971695688339589
TabulaMuris_Tongue_10X,logcounts,snmf,16,0.18228023458873566
TabulaMuris_Tongue_10X,logcounts,psmf,96,0.3680410106572332
TabulaMuris_Tongue_10X,logcounts,psmf,48,0.084800531903105
TabulaMuris_Tongue_10X,logcounts,psmf,32,0.16936522403619822
TabulaMuris_Tongue_10X,logcounts,psmf,2,0.05233421482315702
TabulaMuris_Tongue_10X,logcounts,psmf,4,0.10478924917446901
TabulaMuris_Tongue_10X,logcounts,psmf,8,0.05304104991032164
TabulaMuris_Tongue_10X,logcounts,psmf,16,0.1392033514383192
TabulaMuris_Tongue_10X,logcounts,kpca-pol,96,0.10059160011290978
TabulaMuris_Tongue_10X,logcounts,kpca-pol,48,0.09839723235716355
TabulaMuris_Tongue_10X,logcounts,kpca-pol,32,0.0970528084612313
TabulaMuris_Tongue_10X,logcounts,kpca-pol,2,0.01956762631944428
TabulaMuris_Tongue_10X,logcounts,kpca-pol,4,0.05591346709696025
TabulaMuris_Tongue_10X,logcounts,kpca-pol,8,0.0796161802736986
TabulaMuris_Tongue_10X,logcounts,kpca-pol,16,0.0918403215768935
TabulaMuris_Tongue_10X,logcounts,ivis,96,0.21130755051100825
TabulaMuris_Tongue_10X,logcounts,ivis,48,0.1830337879977185
TabulaMuris_Tongue_10X,logcounts,ivis,32,0.2036378838904571
TabulaMuris_Tongue_10X,logcounts,ivis,2,0.25566920663943477
TabulaMuris_Tongue_10X,logcounts,ivis,4,0.21325397939169352
TabulaMuris_Tongue_10X,logcounts,ivis,8,0.09804663121565109
TabulaMuris_Tongue_10X,logcounts,ivis,16,0.19933066921237205
TabulaMuris_Tongue_10X,logcounts,spectral,96,0.03300264409520954
TabulaMuris_Tongue_10X,logcounts,spectral,48,0.04877824787033853
TabulaMuris_Tongue_10X,logcounts,spectral,32,0.06339683007033536
TabulaMuris_Tongue_10X,logcounts,spectral,2,0.0616199655856215
TabulaMuris_Tongue_10X,logcounts,spectral,4,0.1759261474398607
TabulaMuris_Tongue_10X,logcounts,spectral,8,0.14484626649235835
TabulaMuris_Tongue_10X,logcounts,spectral,16,0.09763511582553142
TabulaMuris_Tongue_10X,logcounts,nmf2,96,0.16760243434088642
TabulaMuris_Tongue_10X,logcounts,nmf2,48,0.17039928491080367
TabulaMuris_Tongue_10X,logcounts,nmf2,32,0.16421566310444222
TabulaMuris_Tongue_10X,logcounts,nmf2,2,0.08042917913852797
TabulaMuris_Tongue_10X,logcounts,nmf2,4,0.10242723395504007
TabulaMuris_Tongue_10X,logcounts,nmf2,8,0.13076941443365803
TabulaMuris_Tongue_10X,logcounts,nmf2,16,0.13433452714272703
TabulaMuris_Tongue_10X,logcounts,icm,96,0.2778445229286066
TabulaMuris_Tongue_10X,logcounts,icm,48,0.23422917841421848
TabulaMuris_Tongue_10X,logcounts,icm,32,0.24692190000924133
TabulaMuris_Tongue_10X,logcounts,icm,2,0.04806157641093482
TabulaMuris_Tongue_10X,logcounts,icm,4,0.15725220276137852
TabulaMuris_Tongue_10X,logcounts,icm,8,0.22886643792674777
TabulaMuris_Tongue_10X,logcounts,icm,16,0.2239540783750091
TabulaMuris_Tongue_10X,logcounts,pca,96,0.22291420461489445
TabulaMuris_Tongue_10X,logcounts,pca,48,0.21041174261466794
TabulaMuris_Tongue_10X,logcounts,pca,32,0.205262190589747
TabulaMuris_Tongue_10X,logcounts,pca,2,0.09400940401990346
TabulaMuris_Tongue_10X,logcounts,pca,4,0.15780715917941252
TabulaMuris_Tongue_10X,logcounts,pca,8,0.18433787761047143
TabulaMuris_Tongue_10X,logcounts,pca,16,0.19601581593225464
TabulaMuris_Tongue_10X,logcounts,saucie,96,-4.139032142836174e-05
TabulaMuris_Tongue_10X,logcounts,saucie,48,-0.001375053778673647
TabulaMuris_Tongue_10X,logcounts,saucie,32,0.004832804633769598
TabulaMuris_Tongue_10X,logcounts,saucie,2,0.0042509621752687375
TabulaMuris_Tongue_10X,logcounts,saucie,4,0.0016678992628460633
TabulaMuris_Tongue_10X,logcounts,saucie,8,0.006819072545972887
TabulaMuris_Tongue_10X,logcounts,saucie,16,-0.0025457301681719798
TabulaMuris_Tongue_10X,logcounts,spca,96,0.24433398474769985
TabulaMuris_Tongue_10X,logcounts,spca,48,0.23119849983619145
TabulaMuris_Tongue_10X,logcounts,spca,32,0.2306986910927782
TabulaMuris_Tongue_10X,logcounts,spca,2,0.08910253197719703
TabulaMuris_Tongue_10X,logcounts,spca,4,0.15838384874279132
TabulaMuris_Tongue_10X,logcounts,spca,8,0.20094317039495502
TabulaMuris_Tongue_10X,logcounts,spca,16,0.21709712601592301
TabulaMuris_Tongue_10X,logcounts,spca-batch,96,0.2051357547683233
TabulaMuris_Tongue_10X,logcounts,spca-batch,48,0.1850943617890066
TabulaMuris_Tongue_10X,logcounts,spca-batch,32,0.20071122397202085
TabulaMuris_Tongue_10X,logcounts,spca-batch,2,0.09568728374053138
TabulaMuris_Tongue_10X,logcounts,spca-batch,4,0.16918970243325593
TabulaMuris_Tongue_10X,logcounts,spca-batch,8,0.17768310426928052
TabulaMuris_Tongue_10X,logcounts,spca-batch,16,0.20629077352472985
TabulaMuris_Tongue_10X,logcounts,nsnmf,96,0.14422596773002339
TabulaMuris_Tongue_10X,logcounts,nsnmf,48,0.12849407336420512
TabulaMuris_Tongue_10X,logcounts,nsnmf,32,0.11259745482395261
TabulaMuris_Tongue_10X,logcounts,nsnmf,2,0.032148723466562605
TabulaMuris_Tongue_10X,logcounts,nsnmf,4,0.037876574753568065
TabulaMuris_Tongue_10X,logcounts,nsnmf,8,0.023113816174375627
TabulaMuris_Tongue_10X,logcounts,nsnmf,16,0.08340867895385103
TabulaMuris_Tongue_10X,logcounts,lsnmf,96,-0.005350782268268631
TabulaMuris_Tongue_10X,logcounts,lsnmf,48,0.20562760848757644
TabulaMuris_Tongue_10X,logcounts,lsnmf,32,0.31588160832890116
TabulaMuris_Tongue_10X,logcounts,lsnmf,2,0.05473984707164693
TabulaMuris_Tongue_10X,logcounts,lsnmf,4,0.11448798168282501
TabulaMuris_Tongue_10X,logcounts,lsnmf,8,0.13076601169295993
TabulaMuris_Tongue_10X,logcounts,lsnmf,16,0.2596606876214868
TabulaMuris_Tongue_10X,logcounts,bd,96,0.21568559371913512
TabulaMuris_Tongue_10X,logcounts,bd,48,0.2302274395660031
TabulaMuris_Tongue_10X,logcounts,bd,32,0.265735757440403
TabulaMuris_Tongue_10X,logcounts,bd,2,-0.036883806757508054
TabulaMuris_Tongue_10X,logcounts,bd,4,0.4141108960709668
TabulaMuris_Tongue_10X,logcounts,bd,8,0.287042154412165
TabulaMuris_Tongue_10X,logcounts,bd,16,0.19136636199522297
TabulaMuris_Tongue_10X,logcounts,fa,96,0.12711452929732583
TabulaMuris_Tongue_10X,logcounts,fa,48,0.1680440462308134
TabulaMuris_Tongue_10X,logcounts,fa,32,0.16973952699965386
TabulaMuris_Tongue_10X,logcounts,fa,2,0.06212598149791713
TabulaMuris_Tongue_10X,logcounts,fa,4,0.11112473872666212
TabulaMuris_Tongue_10X,logcounts,fa,8,0.12550223884487693
TabulaMuris_Tongue_10X,logcounts,fa,16,0.18101282247568878
TabulaMuris_Tongue_FACS,counts,zifa,48,0.28189521580069316
TabulaMuris_Tongue_FACS,counts,zifa,32,0.28524570568983226
TabulaMuris_Tongue_FACS,counts,zifa,2,0.30746231168711496
TabulaMuris_Tongue_FACS,counts,zifa,4,0.2588144817533874
TabulaMuris_Tongue_FACS,counts,zifa,8,0.2642392829979378
TabulaMuris_Tongue_FACS,counts,zifa,16,0.29050015199535395
TabulaMuris_Tongue_FACS,counts,vasc,96,nan
TabulaMuris_Tongue_FACS,counts,vasc,48,nan
TabulaMuris_Tongue_FACS,counts,vasc,32,nan
TabulaMuris_Tongue_FACS,counts,vasc,2,nan
TabulaMuris_Tongue_FACS,counts,vasc,4,nan
TabulaMuris_Tongue_FACS,counts,vasc,8,nan
TabulaMuris_Tongue_FACS,counts,vasc,16,nan
TabulaMuris_Tongue_FACS,counts,lle,96,0.011534876432118264
TabulaMuris_Tongue_FACS,counts,lle,48,0.05242213703535267
TabulaMuris_Tongue_FACS,counts,lle,32,0.0819451992199418
TabulaMuris_Tongue_FACS,counts,lle,2,-0.014891356082734042
TabulaMuris_Tongue_FACS,counts,lle,4,0.09302397507687298
TabulaMuris_Tongue_FACS,counts,lle,8,0.08992445919583902
TabulaMuris_Tongue_FACS,counts,lle,16,0.1437106272532937
TabulaMuris_Tongue_FACS,counts,kpca-cos,96,0.7253494220256032
TabulaMuris_Tongue_FACS,counts,kpca-cos,48,0.7246695627197798
TabulaMuris_Tongue_FACS,counts,kpca-cos,32,0.7238097745328914
TabulaMuris_Tongue_FACS,counts,kpca-cos,2,0.7185667569264648
TabulaMuris_Tongue_FACS,counts,kpca-cos,4,0.7220097266425135
TabulaMuris_Tongue_FACS,counts,kpca-cos,8,0.720971255524336
TabulaMuris_Tongue_FACS,counts,kpca-cos,16,0.7225011440655201
TabulaMuris_Tongue_FACS,counts,grp,96,0.9911470657154653
TabulaMuris_Tongue_FACS,counts,grp,48,0.986196404800227
TabulaMuris_Tongue_FACS,counts,grp,32,0.9795363920693733
TabulaMuris_Tongue_FACS,counts,grp,2,0.5496133744693291
TabulaMuris_Tongue_FACS,counts,grp,4,0.6980386367036827
TabulaMuris_Tongue_FACS,counts,grp,8,0.8569598397073906
TabulaMuris_Tongue_FACS,counts,grp,16,0.9267850686554646
TabulaMuris_Tongue_FACS,counts,pmf,96,0.7211277947799489
TabulaMuris_Tongue_FACS,counts,pmf,48,0.6710954392334484
TabulaMuris_Tongue_FACS,counts,pmf,32,0.689707900467229
TabulaMuris_Tongue_FACS,counts,pmf,2,0.3409471296729048
TabulaMuris_Tongue_FACS,counts,pmf,4,0.23505161715344866
TabulaMuris_Tongue_FACS,counts,pmf,8,0.6636421225228925
TabulaMuris_Tongue_FACS,counts,pmf,16,0.6646227797796901
TabulaMuris_Tongue_FACS,counts,ipca,96,0.2847984857475883
TabulaMuris_Tongue_FACS,counts,ipca,48,0.285523726497459
TabulaMuris_Tongue_FACS,counts,ipca,32,0.2857891478288624
TabulaMuris_Tongue_FACS,counts,ipca,2,0.13169630057045553
TabulaMuris_Tongue_FACS,counts,ipca,4,0.28531250600183233
TabulaMuris_Tongue_FACS,counts,ipca,8,0.2889238125489065
TabulaMuris_Tongue_FACS,counts,ipca,16,0.28634098654547113
TabulaMuris_Tongue_FACS,counts,lda,96,0.6618534899052834
TabulaMuris_Tongue_FACS,counts,lda,48,0.6787882321095463
TabulaMuris_Tongue_FACS,counts,lda,32,0.665737740956713
TabulaMuris_Tongue_FACS,counts,lda,2,0.5424993755976854
TabulaMuris_Tongue_FACS,counts,lda,4,0.7360553483627642
TabulaMuris_Tongue_FACS,counts,lda,8,0.8078733604916238
TabulaMuris_Tongue_FACS,counts,lda,16,0.6453311460163457
TabulaMuris_Tongue_FACS,counts,kpca-sig,96,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,48,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,32,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,2,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,4,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,8,nan
TabulaMuris_Tongue_FACS,counts,kpca-sig,16,nan
TabulaMuris_Tongue_FACS,counts,umap,96,0.3694054533445344
TabulaMuris_Tongue_FACS,counts,umap,48,0.33750978736496023
TabulaMuris_Tongue_FACS,counts,umap,32,0.3679461174506016
TabulaMuris_Tongue_FACS,counts,umap,2,0.3319604178824158
TabulaMuris_Tongue_FACS,counts,umap,4,0.3618025797327952
TabulaMuris_Tongue_FACS,counts,umap,8,0.3807746966084524
TabulaMuris_Tongue_FACS,counts,umap,16,0.3390924381357627
TabulaMuris_Tongue_FACS,counts,phate,96,0.21538466036682427
TabulaMuris_Tongue_FACS,counts,phate,48,0.2153495096383293
TabulaMuris_Tongue_FACS,counts,phate,32,0.215586365374635
TabulaMuris_Tongue_FACS,counts,phate,2,0.20193198542519852
TabulaMuris_Tongue_FACS,counts,phate,4,0.22335367488487434
TabulaMuris_Tongue_FACS,counts,phate,8,0.2159936433904951
TabulaMuris_Tongue_FACS,counts,phate,16,0.2157764488889209
TabulaMuris_Tongue_FACS,counts,fica,96,0.13117039825994709
TabulaMuris_Tongue_FACS,counts,fica,48,0.20026908516304484
TabulaMuris_Tongue_FACS,counts,fica,32,0.24730193534283412
TabulaMuris_Tongue_FACS,counts,fica,2,0.12346431316930284
TabulaMuris_Tongue_FACS,counts,fica,4,0.4724318900511159
TabulaMuris_Tongue_FACS,counts,fica,8,0.43335187907236083
TabulaMuris_Tongue_FACS,counts,fica,16,0.30212135268670803
TabulaMuris_Tongue_FACS,counts,isomap,96,0.2959978848842134
TabulaMuris_Tongue_FACS,counts,isomap,48,0.298008908896735
TabulaMuris_Tongue_FACS,counts,isomap,32,0.2990513550167336
TabulaMuris_Tongue_FACS,counts,isomap,2,0.18398008277989011
TabulaMuris_Tongue_FACS,counts,isomap,4,0.30718550133944417
TabulaMuris_Tongue_FACS,counts,isomap,8,0.3074437029535827
TabulaMuris_Tongue_FACS,counts,isomap,16,0.3011223129738113
TabulaMuris_Tongue_FACS,counts,tsvd,96,0.9988872377495066
TabulaMuris_Tongue_FACS,counts,tsvd,48,0.9971488568542503
TabulaMuris_Tongue_FACS,counts,tsvd,32,0.995248099008494
TabulaMuris_Tongue_FACS,counts,tsvd,2,0.37305048456592715
TabulaMuris_Tongue_FACS,counts,tsvd,4,0.8542125117542549
TabulaMuris_Tongue_FACS,counts,tsvd,8,0.957502544204792
TabulaMuris_Tongue_FACS,counts,tsvd,16,0.982882707893469
TabulaMuris_Tongue_FACS,counts,vpac,96,0.330990947686683
TabulaMuris_Tongue_FACS,counts,vpac,48,0.33501083166532053
TabulaMuris_Tongue_FACS,counts,vpac,32,0.33516011043016664
TabulaMuris_Tongue_FACS,counts,vpac,2,0.2495726117175596
TabulaMuris_Tongue_FACS,counts,vpac,4,-0.06793757644705216
TabulaMuris_Tongue_FACS,counts,vpac,8,0.226622804213239
TabulaMuris_Tongue_FACS,counts,vpac,16,0.33587714445236616
TabulaMuris_Tongue_FACS,counts,kpca-rbf,96,0.0007730776039487997
TabulaMuris_Tongue_FACS,counts,kpca-rbf,48,-0.0006460009131011457
TabulaMuris_Tongue_FACS,counts,kpca-rbf,32,-0.0005680874573197022
TabulaMuris_Tongue_FACS,counts,kpca-rbf,2,-0.00872723214463308
TabulaMuris_Tongue_FACS,counts,kpca-rbf,4,-0.004651790181397661
TabulaMuris_Tongue_FACS,counts,kpca-rbf,8,0.0020081908000134695
TabulaMuris_Tongue_FACS,counts,kpca-rbf,16,-0.0006085250913992941
TabulaMuris_Tongue_FACS,counts,mctsne,96,0.08715120615695451
TabulaMuris_Tongue_FACS,counts,mctsne,48,-0.16775615164505936
TabulaMuris_Tongue_FACS,counts,mctsne,32,nan
TabulaMuris_Tongue_FACS,counts,mctsne,2,0.18482320393333465
TabulaMuris_Tongue_FACS,counts,mctsne,4,0.2845387786901504
TabulaMuris_Tongue_FACS,counts,mctsne,8,0.2833213725326856
TabulaMuris_Tongue_FACS,counts,nmf,96,0.9209979845832572
TabulaMuris_Tongue_FACS,counts,nmf,48,0.9301601284101422
TabulaMuris_Tongue_FACS,counts,nmf,32,0.946428328132952
TabulaMuris_Tongue_FACS,counts,nmf,2,0.27648462615307623
TabulaMuris_Tongue_FACS,counts,nmf,4,0.8286060090605819
TabulaMuris_Tongue_FACS,counts,nmf,8,0.9152067668812098
TabulaMuris_Tongue_FACS,counts,nmf,16,0.9358555681335246
TabulaMuris_Tongue_FACS,counts,srp,96,0.7486698454556254
TabulaMuris_Tongue_FACS,counts,srp,48,0.5721328284346568
TabulaMuris_Tongue_FACS,counts,srp,32,0.5750995628417044
TabulaMuris_Tongue_FACS,counts,srp,2,nan
TabulaMuris_Tongue_FACS,counts,srp,4,0.1435667115793896
TabulaMuris_Tongue_FACS,counts,srp,8,0.2261364545933028
TabulaMuris_Tongue_FACS,counts,srp,16,0.08840018411657719
TabulaMuris_Tongue_FACS,counts,snmf,48,0.8895015004628737
TabulaMuris_Tongue_FACS,counts,snmf,32,0.8357464307731803
TabulaMuris_Tongue_FACS,counts,snmf,2,0.4883202651738845
TabulaMuris_Tongue_FACS,counts,snmf,4,0.8228044676347728
TabulaMuris_Tongue_FACS,counts,snmf,8,0.8550664346432931
TabulaMuris_Tongue_FACS,counts,snmf,16,0.7556375062182782
TabulaMuris_Tongue_FACS,counts,psmf,96,0.45167599823731736
TabulaMuris_Tongue_FACS,counts,psmf,48,0.46236686506806185
TabulaMuris_Tongue_FACS,counts,psmf,32,0.4995772124904383
TabulaMuris_Tongue_FACS,counts,psmf,2,0.09574663332521408
TabulaMuris_Tongue_FACS,counts,psmf,4,0.44794490247193985
TabulaMuris_Tongue_FACS,counts,psmf,8,0.3536326822597516
TabulaMuris_Tongue_FACS,counts,psmf,16,0.4870824156788914
TabulaMuris_Tongue_FACS,counts,kpca-pol,96,0.02625332502093164
TabulaMuris_Tongue_FACS,counts,kpca-pol,48,0.02857416809613672
TabulaMuris_Tongue_FACS,counts,kpca-pol,32,0.030434573883727643
TabulaMuris_Tongue_FACS,counts,kpca-pol,2,-0.020624871535626737
TabulaMuris_Tongue_FACS,counts,kpca-pol,4,0.009764241938109423
TabulaMuris_Tongue_FACS,counts,kpca-pol,8,0.04786696448782285
TabulaMuris_Tongue_FACS,counts,kpca-pol,16,0.040033938585684575
TabulaMuris_Tongue_FACS,counts,ivis,96,0.6997908397147052
TabulaMuris_Tongue_FACS,counts,ivis,48,0.5140375950155072
TabulaMuris_Tongue_FACS,counts,ivis,32,0.7044069145406697
TabulaMuris_Tongue_FACS,counts,ivis,2,0.20258202899332792
TabulaMuris_Tongue_FACS,counts,ivis,4,0.20258161017526496
TabulaMuris_Tongue_FACS,counts,ivis,8,0.19231993953484347
TabulaMuris_Tongue_FACS,counts,ivis,16,0.20258670466533404
TabulaMuris_Tongue_FACS,counts,spectral,96,0.04823149305608881
TabulaMuris_Tongue_FACS,counts,spectral,48,0.03852751711405279
TabulaMuris_Tongue_FACS,counts,spectral,32,0.0538706415019771
TabulaMuris_Tongue_FACS,counts,spectral,2,0.08371093309557792
TabulaMuris_Tongue_FACS,counts,spectral,4,0.13874546400935445
TabulaMuris_Tongue_FACS,counts,spectral,8,0.13353713728372268
TabulaMuris_Tongue_FACS,counts,spectral,16,0.054421073101790195
TabulaMuris_Tongue_FACS,counts,nmf2,96,0.8287269946830227
TabulaMuris_Tongue_FACS,counts,nmf2,48,0.8245709702394481
TabulaMuris_Tongue_FACS,counts,nmf2,32,0.7731513029632963
TabulaMuris_Tongue_FACS,counts,nmf2,2,0.03161472864220406
