dataset,count,method,dimensions,rho.cosine
manno_human,counts,kpca-cos,48,0.7069540185636397
manno_human,counts,kpca-cos,32,0.7059302662796576
manno_human,counts,kpca-cos,2,0.6044884575320043
manno_human,counts,kpca-cos,4,0.6635892899443766
manno_human,counts,kpca-cos,8,0.6976562613425307
manno_human,counts,kpca-cos,16,0.7031525300805906
manno_human,counts,grp,96,0.9510419047543648
manno_human,counts,grp,48,0.9388755535023899
manno_human,counts,grp,32,0.8637819856261233
manno_human,counts,grp,2,0.28382783471151535
manno_human,counts,grp,4,0.29850438806468166
manno_human,counts,grp,8,0.6022592315511442
manno_human,counts,grp,16,0.7767875433283401
manno_human,counts,pmf,96,0.6585424347639006
manno_human,counts,pmf,48,0.6458886006474844
manno_human,counts,pmf,32,0.6390824102179228
manno_human,counts,pmf,2,0.4874167204615854
manno_human,counts,pmf,4,0.52559210661563
manno_human,counts,pmf,8,0.5933349068757156
manno_human,counts,pmf,16,0.5809408437292396
manno_human,counts,ipca,96,0.5375909917887998
manno_human,counts,ipca,48,0.5362240439810643
manno_human,counts,ipca,32,0.5348489807507674
manno_human,counts,ipca,2,0.44169295574306183
manno_human,counts,ipca,4,0.4597355981364832
manno_human,counts,ipca,8,0.5149198424340652
manno_human,counts,ipca,16,0.529986971916328
manno_human,counts,lda,96,0.5722644749261104
manno_human,counts,lda,48,0.6060333277560083
manno_human,counts,lda,32,0.6255135152673609
manno_human,counts,lda,2,0.4781542874731644
manno_human,counts,lda,4,0.5567389732176374
manno_human,counts,lda,8,0.5458850611506721
manno_human,counts,lda,16,0.5889234650207328
manno_human,counts,kpca-sig,96,nan
manno_human,counts,kpca-sig,48,nan
manno_human,counts,kpca-sig,32,nan
manno_human,counts,kpca-sig,2,nan
manno_human,counts,kpca-sig,4,nan
manno_human,counts,kpca-sig,8,nan
manno_human,counts,kpca-sig,16,nan
manno_human,counts,umap,96,0.5204413525503161
manno_human,counts,umap,48,0.5789819953563357
manno_human,counts,umap,32,0.5899999671508864
manno_human,counts,umap,2,0.44841436746474905
manno_human,counts,umap,4,0.5166441677752738
manno_human,counts,umap,8,0.5705682259269174
manno_human,counts,umap,16,0.5814846559059943
manno_human,counts,phate,96,0.5331893303963312
manno_human,counts,phate,48,0.5300413232131994
manno_human,counts,phate,32,0.534938672523861
manno_human,counts,phate,2,0.4539278346630268
manno_human,counts,phate,4,0.5316878460071485
manno_human,counts,phate,8,0.5335430073687972
manno_human,counts,phate,16,0.5279336250735025
manno_human,counts,fica,96,0.16233358891075236
manno_human,counts,fica,48,0.21891648074551442
manno_human,counts,fica,32,0.2697163007366859
manno_human,counts,fica,2,0.4411524617278483
manno_human,counts,fica,4,0.47152777782424954
manno_human,counts,fica,8,0.4407114778460325
manno_human,counts,fica,16,0.3711955358845223
manno_human,counts,isomap,96,0.5467481283048193
manno_human,counts,isomap,48,0.5439376468465519
manno_human,counts,isomap,32,0.5422657149579673
manno_human,counts,isomap,2,0.4448037461085509
manno_human,counts,isomap,4,0.48295877743741233
manno_human,counts,isomap,8,0.5352881282289546
manno_human,counts,isomap,16,0.5385987954380209
manno_human,counts,tsvd,96,0.974121717962055
manno_human,counts,tsvd,48,0.962340250179937
manno_human,counts,tsvd,32,0.9538486393315099
manno_human,counts,tsvd,2,0.6097415832283665
manno_human,counts,tsvd,4,0.7695767008680565
manno_human,counts,tsvd,8,0.8835116460584959
manno_human,counts,tsvd,16,0.928590155782064
manno_human,counts,vpac,96,0.3861714657935101
manno_human,counts,vpac,48,0.3871927436610505
manno_human,counts,vpac,32,0.38608893440320613
manno_human,counts,vpac,2,0.22008851352468667
manno_human,counts,vpac,4,0.38914638340852337
manno_human,counts,vpac,8,0.3046730193219764
manno_human,counts,vpac,16,0.4121350015827149
manno_human,counts,kpca-rbf,96,0.01726516862714429
manno_human,counts,kpca-rbf,48,0.016849464132795856
manno_human,counts,kpca-rbf,32,0.017311533972933554
manno_human,counts,kpca-rbf,2,0.014015085604762043
manno_human,counts,kpca-rbf,4,0.014962727516400461
manno_human,counts,kpca-rbf,8,0.020557083802741828
manno_human,counts,kpca-rbf,16,0.017356628384966325
manno_human,counts,mctsne,96,0.1673566166515509
manno_human,counts,mctsne,48,0.20301866319836848
manno_human,counts,mctsne,32,nan
manno_human,counts,mctsne,2,0.4428890148254423
manno_human,counts,mctsne,4,0.4804492868563627
manno_human,counts,mctsne,8,0.5003375110652375
manno_human,counts,nmf,96,0.8994041932964651
manno_human,counts,nmf,48,0.8793934670522395
manno_human,counts,nmf,32,0.8678497400576177
manno_human,counts,nmf,2,0.6073325904185477
manno_human,counts,nmf,4,0.7381558910917423
manno_human,counts,nmf,8,0.8274191011388728
manno_human,counts,nmf,16,0.8890357303797463
manno_human,counts,srp,96,0.903154949529433
manno_human,counts,srp,48,0.4427709408329751
manno_human,counts,srp,32,0.5130838413079007
manno_human,counts,srp,2,0.17822350484908916
manno_human,counts,srp,4,0.3279589960288458
manno_human,counts,srp,8,0.44133267237258517
manno_human,counts,srp,16,0.269346056589361
manno_human,counts,snmf,48,0.8468606464490627
manno_human,counts,snmf,32,0.7489262370842963
manno_human,counts,snmf,2,0.6005854910789153
manno_human,counts,snmf,4,0.6895751534743967
manno_human,counts,snmf,8,0.6541670814202474
manno_human,counts,snmf,16,0.7283223006126257
manno_human,counts,psmf,96,0.5978620786465187
manno_human,counts,psmf,48,0.5857286159787658
manno_human,counts,psmf,32,0.5972984275578282
manno_human,counts,psmf,2,0.4578849562064082
manno_human,counts,psmf,4,0.5343204034654716
manno_human,counts,psmf,8,0.5907505567154709
manno_human,counts,psmf,16,0.5452835392304775
manno_human,counts,kpca-pol,96,0.10989856664462216
manno_human,counts,kpca-pol,48,0.11166809533564484
manno_human,counts,kpca-pol,32,0.11097643049149902
manno_human,counts,kpca-pol,2,0.0024118215217121823
manno_human,counts,kpca-pol,4,0.037107821796119225
manno_human,counts,kpca-pol,8,0.09857166053088917
manno_human,counts,kpca-pol,16,0.10466124464487675
manno_human,counts,ivis,96,0.5787388216426635
manno_human,counts,ivis,48,0.6429049980816066
manno_human,counts,ivis,32,0.6105505343878774
manno_human,counts,ivis,2,nan
manno_human,counts,ivis,4,-0.003377328834864909
manno_human,counts,ivis,8,0.47534464342054494
manno_human,counts,ivis,16,0.6272947223139657
manno_human,counts,spectral,96,0.0639157566337654
manno_human,counts,spectral,48,0.07512748597723626
manno_human,counts,spectral,32,0.10129740571778316
manno_human,counts,spectral,2,0.44400734500091366
manno_human,counts,spectral,4,0.40854110570668595
manno_human,counts,spectral,8,0.2998673299926988
manno_human,counts,spectral,16,0.17687851441612354
manno_human,counts,nmf2,96,0.8199984782521835
manno_human,counts,nmf2,48,0.796326715439629
manno_human,counts,nmf2,32,0.7692471099284409
manno_human,counts,nmf2,2,0.5785128329086923
manno_human,counts,nmf2,4,0.6255607071713271
manno_human,counts,nmf2,8,0.697081880366977
manno_human,counts,nmf2,16,0.7387334498438062
manno_human,counts,icm,96,0.09884810873232591
manno_human,counts,icm,48,0.09425289888158488
manno_human,counts,icm,32,nan
manno_human,counts,icm,2,nan
manno_human,counts,icm,4,nan
manno_human,counts,icm,8,nan
manno_human,counts,icm,16,nan
manno_human,counts,pca,96,0.5375881815951492
manno_human,counts,pca,48,0.5362196577102938
manno_human,counts,pca,32,0.5348484244168107
manno_human,counts,pca,2,0.4416929557567266
manno_human,counts,pca,4,0.45973559874178604
manno_human,counts,pca,8,0.5149198468047008
manno_human,counts,pca,16,0.5299864835273678
manno_human,counts,saucie,96,0.0058210014812205965
manno_human,counts,saucie,48,-0.017146985688915414
manno_human,counts,saucie,32,0.012642399977686292
manno_human,counts,saucie,2,0.007586536126839849
manno_human,counts,saucie,4,0.008660924809964115
manno_human,counts,saucie,8,0.004321373049608005
manno_human,counts,saucie,16,0.01275749236560843
manno_human,counts,spca,96,0.5437262137550475
manno_human,counts,spca,48,0.5421040754848129
manno_human,counts,spca,32,0.539922363084605
manno_human,counts,spca,2,0.44169704549800737
manno_human,counts,spca,4,0.4597388161485645
manno_human,counts,spca,8,0.5149246438081987
manno_human,counts,spca,16,0.5299962474278306
manno_human,counts,spca-batch,96,0.2765333200111437
manno_human,counts,spca-batch,48,0.4348353994750362
manno_human,counts,spca-batch,32,0.270497181728968
manno_human,counts,spca-batch,2,0.3439213793638878
manno_human,counts,spca-batch,4,0.5614416160675442
manno_human,counts,spca-batch,8,0.4172191330245717
manno_human,counts,spca-batch,16,0.4021500537753606
manno_human,counts,nsnmf,96,0.6419469336052247
manno_human,counts,nsnmf,48,0.62710293149044
manno_human,counts,nsnmf,32,0.621011726674253
manno_human,counts,nsnmf,2,0.46006287437892696
manno_human,counts,nsnmf,4,0.4651120637144282
manno_human,counts,nsnmf,8,0.5134412549007006
manno_human,counts,nsnmf,16,0.5860747220219712
manno_human,counts,lsnmf,96,0.00318008845277213
manno_human,counts,lsnmf,48,0.007489216296025075
manno_human,counts,lsnmf,32,-0.0026640016271130412
manno_human,counts,lsnmf,2,-0.00253518971206293
manno_human,counts,lsnmf,4,0.0001551550038099305
manno_human,counts,lsnmf,8,-0.00859301384295822
manno_human,counts,lsnmf,16,-0.008642637731746337
manno_human,counts,bd,96,0.5980894595668477
manno_human,counts,bd,48,0.6154148982500263
manno_human,counts,bd,32,0.6106489637931585
manno_human,counts,bd,2,0.25164642211190485
manno_human,counts,bd,4,0.45178943580197084
manno_human,counts,bd,8,0.5530500335494367
manno_human,counts,bd,16,0.6130306440519974
manno_human,counts,fa,96,0.2770272194469404
manno_human,counts,fa,48,0.30755821719433696
manno_human,counts,fa,32,0.318326514761542
manno_human,counts,fa,2,0.4060163583616351
manno_human,counts,fa,4,0.4303466107068767
manno_human,counts,fa,8,0.40903674910054305
manno_human,counts,fa,16,0.35054571661840694
manno_human,logcounts,zifa,32,0.6010200284549461
manno_human,logcounts,zifa,2,0.5586021133642921
manno_human,logcounts,zifa,4,0.5939215654610848
manno_human,logcounts,zifa,8,0.6014007102682379
manno_human,logcounts,zifa,16,0.6022321334606527
manno_human,logcounts,vasc,96,nan
manno_human,logcounts,vasc,48,0.02275093741560994
manno_human,logcounts,vasc,32,0.1654935416098011
manno_human,logcounts,vasc,2,0.19457237365699692
manno_human,logcounts,vasc,4,0.35955727012330174
manno_human,logcounts,vasc,8,0.2596275762322942
manno_human,logcounts,vasc,16,-0.010533947325882637
manno_human,logcounts,lle,96,-0.06384374436728901
manno_human,logcounts,lle,48,-0.04257254109886016
manno_human,logcounts,lle,32,-0.02472084150112725
manno_human,logcounts,lle,2,-0.0013750572366761852
manno_human,logcounts,lle,4,-0.3071612931440527
manno_human,logcounts,lle,8,0.04291538585049499
manno_human,logcounts,lle,16,-0.10349161582372696
manno_human,logcounts,kpca-cos,96,0.29603464807904
manno_human,logcounts,kpca-cos,48,0.28834833742805166
manno_human,logcounts,kpca-cos,32,0.2847055542113911
manno_human,logcounts,kpca-cos,2,0.20624935052221366
manno_human,logcounts,kpca-cos,4,0.2778828661431393
manno_human,logcounts,kpca-cos,8,0.2760226634200184
manno_human,logcounts,kpca-cos,16,0.2802043429420334
manno_human,logcounts,grp,96,0.7197038916929591
manno_human,logcounts,grp,48,0.5446479948246536
manno_human,logcounts,grp,32,0.5309916888712088
manno_human,logcounts,grp,2,0.14727964376004726
manno_human,logcounts,grp,4,0.19705687236809669
manno_human,logcounts,grp,8,0.18691196552951594
manno_human,logcounts,grp,16,0.4462188057460721
manno_human,logcounts,pmf,96,0.4884014982916922
manno_human,logcounts,pmf,48,0.4201343201247577
manno_human,logcounts,pmf,32,0.40675039330496743
manno_human,logcounts,pmf,2,0.12467594109805612
manno_human,logcounts,pmf,4,0.3334383892318528
manno_human,logcounts,pmf,8,0.2886599515029867
manno_human,logcounts,pmf,16,0.339152917511176
manno_human,logcounts,lda,96,0.3897799183420259
manno_human,logcounts,lda,48,0.31411116800183353
manno_human,logcounts,lda,32,0.3732295253558154
manno_human,logcounts,lda,2,0.18788941663582984
manno_human,logcounts,lda,4,0.22997132054352964
manno_human,logcounts,lda,8,0.17547112152787717
manno_human,logcounts,lda,16,0.3101551171555884
manno_human,logcounts,kpca-sig,96,0.23956527475828057
manno_human,logcounts,kpca-sig,48,0.2447680298889785
manno_human,logcounts,kpca-sig,32,0.24711365450494382
manno_human,logcounts,kpca-sig,2,0.2324163735221249
manno_human,logcounts,kpca-sig,4,0.2519990704406923
manno_human,logcounts,kpca-sig,8,0.25613585063549443
manno_human,logcounts,kpca-sig,16,0.2510981041390843
manno_human,logcounts,umap,96,0.2187388842664207
manno_human,logcounts,umap,48,0.19052049931957288
manno_human,logcounts,umap,32,0.19589548974909124
manno_human,logcounts,umap,2,0.240516742269394
manno_human,logcounts,umap,4,0.12977743070112413
manno_human,logcounts,umap,8,0.16951127457749451
manno_human,logcounts,umap,16,0.17603696475772404
manno_human,logcounts,phate,96,-0.02106793210465493
manno_human,logcounts,phate,48,-0.015070820410083027
manno_human,logcounts,phate,32,-0.006188661916109384
manno_human,logcounts,phate,2,-0.06882311927920357
manno_human,logcounts,phate,4,-0.01685499723967611
manno_human,logcounts,phate,8,-0.0065997417226624135
manno_human,logcounts,phate,16,0.007973795847122787
manno_human,logcounts,fica,96,0.07848133113040107
manno_human,logcounts,fica,48,0.09115537953768998
manno_human,logcounts,fica,32,0.1056508052405171
manno_human,logcounts,fica,2,0.18039518917009909
manno_human,logcounts,fica,4,0.23566316228253914
manno_human,logcounts,fica,8,0.18755040302060558
manno_human,logcounts,fica,16,0.1347537059470351
manno_human,logcounts,isomap,96,0.06715399225130236
manno_human,logcounts,isomap,48,0.06964586529034207
manno_human,logcounts,isomap,32,0.06764491150988403
manno_human,logcounts,isomap,2,0.10026141577938331
manno_human,logcounts,isomap,4,0.03280218332767896
manno_human,logcounts,isomap,8,0.056665786623873705
manno_human,logcounts,isomap,16,0.0632727195560744
manno_human,logcounts,tsvd,96,0.7405363754691524
manno_human,logcounts,tsvd,48,0.6669790495086937
manno_human,logcounts,tsvd,32,0.6327285464944448
manno_human,logcounts,tsvd,2,0.28126303366029876
manno_human,logcounts,tsvd,4,0.4600082343252163
manno_human,logcounts,tsvd,8,0.5195369146614888
manno_human,logcounts,tsvd,16,0.57937962029813
manno_human,logcounts,vpac,96,0.15468930482334742
manno_human,logcounts,vpac,48,0.1550673988289214
manno_human,logcounts,vpac,32,0.10448634855023052
manno_human,logcounts,vpac,2,-0.4488614935983604
manno_human,logcounts,vpac,4,0.23241480785579272
manno_human,logcounts,vpac,8,0.0819143068757895
manno_human,logcounts,vpac,16,0.09349487697117127
manno_human,logcounts,kpca-rbf,96,0.2399111997897341
manno_human,logcounts,kpca-rbf,48,0.24087543705064537
manno_human,logcounts,kpca-rbf,32,0.24397846418472244
manno_human,logcounts,kpca-rbf,2,0.16239851371328407
manno_human,logcounts,kpca-rbf,4,0.24539146282929702
manno_human,logcounts,kpca-rbf,8,0.25519944684705925
manno_human,logcounts,kpca-rbf,16,0.24784825269541325
manno_human,logcounts,mctsne,96,-0.11728332704676636
manno_human,logcounts,mctsne,48,-0.36376731874810825
manno_human,logcounts,mctsne,32,nan
manno_human,logcounts,mctsne,2,0.16896585782636142
manno_human,logcounts,mctsne,4,0.17917910747249466
manno_human,logcounts,mctsne,8,0.18618145637114683
manno_human,logcounts,nmf,96,0.35354481587253905
manno_human,logcounts,nmf,48,0.27608272657517985
manno_human,logcounts,nmf,32,0.31748741014071946
manno_human,logcounts,nmf,2,0.14397586049623318
manno_human,logcounts,nmf,4,0.34302949279247735
manno_human,logcounts,nmf,8,0.1931572582388821
manno_human,logcounts,nmf,16,0.3761027043590525
manno_human,logcounts,srp,96,0.7247425429846788
manno_human,logcounts,srp,48,0.5744119204295877
manno_human,logcounts,srp,32,0.5119668667561312
manno_human,logcounts,srp,2,0.017236950160480678
manno_human,logcounts,srp,4,0.13064843642971335
manno_human,logcounts,srp,8,0.28277174833486995
manno_human,logcounts,srp,16,0.4014526484945357
manno_human,logcounts,snmf,48,0.36729395164335515
manno_human,logcounts,snmf,32,0.37329761681164025
manno_human,logcounts,snmf,2,0.1777375972047053
manno_human,logcounts,snmf,4,0.366619886484222
manno_human,logcounts,snmf,8,0.21920869058111533
manno_human,logcounts,snmf,16,0.2566187555911777
manno_human,logcounts,psmf,96,0.7362978680508869
manno_human,logcounts,psmf,48,0.49512661008714387
manno_human,logcounts,psmf,32,0.44040727881912156
manno_human,logcounts,psmf,2,0.23867594791278185
manno_human,logcounts,psmf,4,0.23460149614002948
manno_human,logcounts,psmf,8,0.4258116822008913
manno_human,logcounts,psmf,16,0.39693171255929793
manno_human,logcounts,kpca-pol,96,-0.02533070025945689
manno_human,logcounts,kpca-pol,48,-0.013374770110347899
manno_human,logcounts,kpca-pol,32,-0.008622597842723114
manno_human,logcounts,kpca-pol,2,-0.04498828868190164
manno_human,logcounts,kpca-pol,4,-0.017119239059050044
manno_human,logcounts,kpca-pol,8,-0.00375074904897791
manno_human,logcounts,kpca-pol,16,-0.002274268945701565
manno_human,logcounts,ivis,96,0.2975904649884927
manno_human,logcounts,ivis,48,0.28933649754235224
manno_human,logcounts,ivis,32,0.3685522379331683
manno_human,logcounts,ivis,2,0.32566732136197285
manno_human,logcounts,ivis,4,0.2248113409389841
manno_human,logcounts,ivis,8,0.2049626028045711
manno_human,logcounts,ivis,16,0.35284006765700104
manno_human,logcounts,spectral,96,0.04101189013774276
manno_human,logcounts,spectral,48,0.059469710614905
manno_human,logcounts,spectral,32,0.07400995491439454
manno_human,logcounts,spectral,2,0.03040326044413903
manno_human,logcounts,spectral,4,0.1475245193483158
manno_human,logcounts,spectral,8,0.13152453480026208
manno_human,logcounts,spectral,16,0.10562931960062864
manno_human,logcounts,nmf2,96,0.4258050516538442
manno_human,logcounts,nmf2,48,0.3925816490857991
manno_human,logcounts,nmf2,32,0.3902771490917349
manno_human,logcounts,nmf2,2,0.2395941013178319
manno_human,logcounts,nmf2,4,0.2395848331721305
manno_human,logcounts,nmf2,8,0.24138510954786951
manno_human,logcounts,nmf2,16,0.29971521856073713
manno_human,logcounts,icm,96,0.25822104536990037
manno_human,logcounts,icm,48,0.3744663601198666
manno_human,logcounts,icm,32,0.3814219361270264
manno_human,logcounts,icm,2,0.26033154440779144
manno_human,logcounts,icm,4,0.378282095343015
manno_human,logcounts,icm,8,0.20961242027316812
manno_human,logcounts,icm,16,0.37348671450072213
manno_human,logcounts,pca,96,0.22631083044449715
manno_human,logcounts,pca,48,0.22304737938776575
manno_human,logcounts,pca,32,0.2213295654453629
manno_human,logcounts,pca,2,0.1669945667924359
manno_human,logcounts,pca,4,0.21637473752732794
manno_human,logcounts,pca,8,0.215946493997042
manno_human,logcounts,pca,16,0.21958750930361082
manno_human,logcounts,saucie,96,0.001131980022578984
manno_human,logcounts,saucie,48,-0.0011642259396253045
manno_human,logcounts,saucie,32,-0.0026759758280199522
manno_human,logcounts,saucie,2,-0.0005688195047364185
manno_human,logcounts,saucie,4,-0.0010670070905736623
manno_human,logcounts,saucie,8,-0.0045627426418368994
manno_human,logcounts,saucie,16,-0.0007589724102113408
manno_human,logcounts,spca,96,0.26089422867277806
manno_human,logcounts,spca,48,0.25122398658526535
manno_human,logcounts,spca,32,0.24778100626832203
manno_human,logcounts,spca,2,0.16713944845915393
