dataset,count,method,dimensions,rho.correlation
baron-mouse,counts,vpac,48,0.2685095872010858
baron-mouse,counts,vpac,32,0.25234994132873323
baron-mouse,counts,vpac,2,-0.08872606702160878
baron-mouse,counts,vpac,4,0.18342682975197808
baron-mouse,counts,vpac,8,0.20572408152518615
baron-mouse,counts,vpac,16,0.2233412933621891
baron-mouse,counts,kpca-rbf,96,0.0001689995640607388
baron-mouse,counts,kpca-rbf,48,0.0017839649714677865
baron-mouse,counts,kpca-rbf,32,0.0025186548617782225
baron-mouse,counts,kpca-rbf,2,-0.0027241901396525205
baron-mouse,counts,kpca-rbf,4,0.0013737903736961057
baron-mouse,counts,kpca-rbf,8,0.0027241779162903504
baron-mouse,counts,kpca-rbf,16,0.0015486147669182436
baron-mouse,counts,mctsne,96,0.4025036310325385
baron-mouse,counts,mctsne,48,nan
baron-mouse,counts,mctsne,32,nan
baron-mouse,counts,mctsne,2,0.23793555201246697
baron-mouse,counts,mctsne,4,0.4509885752238829
baron-mouse,counts,mctsne,8,0.36661832046826653
baron-mouse,counts,mctsne,16,0.37983334057263546
baron-mouse,counts,nmf,96,0.8256812617057522
baron-mouse,counts,nmf,48,0.83022918318425
baron-mouse,counts,nmf,32,0.8361754918400478
baron-mouse,counts,nmf,2,0.571140814087742
baron-mouse,counts,nmf,4,0.8303947227254808
baron-mouse,counts,nmf,8,0.8235446587157284
baron-mouse,counts,nmf,16,0.8575920910192816
baron-mouse,counts,srp,96,0.8376994192401209
baron-mouse,counts,srp,48,0.49826191032541506
baron-mouse,counts,srp,32,0.8232072821584885
baron-mouse,counts,srp,2,nan
baron-mouse,counts,srp,4,0.15455136723008453
baron-mouse,counts,srp,8,0.08894216484824076
baron-mouse,counts,srp,16,0.36651504014581293
baron-mouse,counts,snmf,48,0.4962222861995825
baron-mouse,counts,snmf,32,0.6674571943875118
baron-mouse,counts,snmf,2,0.5980337280630678
baron-mouse,counts,snmf,4,0.7098294346120589
baron-mouse,counts,snmf,8,0.6669608363494018
baron-mouse,counts,snmf,16,0.6975734747044597
baron-mouse,counts,psmf,96,0.2250845003192301
baron-mouse,counts,psmf,48,0.22710588628195139
baron-mouse,counts,psmf,32,0.3664046616662193
baron-mouse,counts,psmf,2,0.24419019530031746
baron-mouse,counts,psmf,4,0.2291646085572575
baron-mouse,counts,psmf,8,0.25048544598250694
baron-mouse,counts,psmf,16,0.41783535534066607
baron-mouse,counts,kpca-pol,96,0.12340835751666035
baron-mouse,counts,kpca-pol,48,0.12309647393036584
baron-mouse,counts,kpca-pol,32,0.122967430284361
baron-mouse,counts,kpca-pol,2,0.07160593318467855
baron-mouse,counts,kpca-pol,4,0.09693817054120271
baron-mouse,counts,kpca-pol,8,0.11910374252330987
baron-mouse,counts,kpca-pol,16,0.12290395226559095
baron-mouse,counts,ivis,96,0.2550640987767258
baron-mouse,counts,ivis,48,0.35019565970138333
baron-mouse,counts,ivis,32,0.4965578892083192
baron-mouse,counts,ivis,2,0.509549168008591
baron-mouse,counts,ivis,4,0.20889112304158144
baron-mouse,counts,ivis,8,0.2113142093344762
baron-mouse,counts,ivis,16,0.3804124979506209
baron-mouse,counts,spectral,96,0.14459162562441144
baron-mouse,counts,spectral,48,0.16772105555437122
baron-mouse,counts,spectral,32,0.17496709139596162
baron-mouse,counts,spectral,2,0.3416540856531266
baron-mouse,counts,spectral,4,0.28781427509266777
baron-mouse,counts,spectral,8,0.206546778108488
baron-mouse,counts,spectral,16,0.2068076558559123
baron-mouse,counts,nmf2,96,0.5574151882714139
baron-mouse,counts,nmf2,48,0.532818981482249
baron-mouse,counts,nmf2,32,0.587215262333177
baron-mouse,counts,nmf2,2,0.5963245420137527
baron-mouse,counts,nmf2,4,0.59486780300471
baron-mouse,counts,nmf2,8,0.6395717549959191
baron-mouse,counts,nmf2,16,0.564819664017089
baron-mouse,counts,icm,96,0.018813584945059497
baron-mouse,counts,icm,48,0.07904021841057271
baron-mouse,counts,icm,32,nan
baron-mouse,counts,icm,2,nan
baron-mouse,counts,icm,4,nan
baron-mouse,counts,icm,8,nan
baron-mouse,counts,icm,16,nan
baron-mouse,counts,pca,96,0.44334847495967794
baron-mouse,counts,pca,48,0.441560693415368
baron-mouse,counts,pca,32,0.4409479585598733
baron-mouse,counts,pca,2,0.3300183337185713
baron-mouse,counts,pca,4,0.43583458481594994
baron-mouse,counts,pca,8,0.4303206077154915
baron-mouse,counts,pca,16,0.439773738938444
baron-mouse,counts,saucie,96,0.012592475087471758
baron-mouse,counts,saucie,48,0.0025792644410472655
baron-mouse,counts,saucie,32,-0.012154642317402384
baron-mouse,counts,saucie,2,0.0003026329169660083
baron-mouse,counts,saucie,4,0.015296462412112112
baron-mouse,counts,saucie,8,0.0050463095639607545
baron-mouse,counts,saucie,16,0.0005879590448829157
baron-mouse,counts,spca,96,0.44440626808094147
baron-mouse,counts,spca,48,0.4424778804839037
baron-mouse,counts,spca,32,0.44177903449983214
baron-mouse,counts,spca,2,0.32480525047290704
baron-mouse,counts,spca,4,0.4578777160979641
baron-mouse,counts,spca,8,0.4321968707417696
baron-mouse,counts,spca,16,0.43973859282067707
baron-mouse,counts,spca-batch,96,0.3732623915508075
baron-mouse,counts,spca-batch,48,0.3113857381783314
baron-mouse,counts,spca-batch,32,0.41754337186439494
baron-mouse,counts,spca-batch,2,0.3003936771320949
baron-mouse,counts,spca-batch,4,0.2473415480447426
baron-mouse,counts,spca-batch,8,0.5166781422572364
baron-mouse,counts,spca-batch,16,0.3940966128839138
baron-mouse,counts,nsnmf,96,0.5004439121104682
baron-mouse,counts,nsnmf,48,0.49725320161488784
baron-mouse,counts,nsnmf,32,0.5089444119936246
baron-mouse,counts,nsnmf,2,0.31853007313910625
baron-mouse,counts,nsnmf,4,0.4498030788063747
baron-mouse,counts,nsnmf,8,0.5385558888509776
baron-mouse,counts,nsnmf,16,0.5082412701651184
baron-mouse,counts,lsnmf,96,0.0015423703345908244
baron-mouse,counts,lsnmf,48,0.0004820899585612794
baron-mouse,counts,lsnmf,32,-0.0012678040877157036
baron-mouse,counts,lsnmf,2,0.0009565216409246513
baron-mouse,counts,lsnmf,4,-0.0008168775184466394
baron-mouse,counts,lsnmf,8,0.00025574398716619043
baron-mouse,counts,lsnmf,16,-0.001019017717814175
baron-mouse,counts,bd,96,0.6137508089106204
baron-mouse,counts,bd,48,0.6660947517197217
baron-mouse,counts,bd,32,0.6593659110683995
baron-mouse,counts,bd,2,-0.010925407437933365
baron-mouse,counts,bd,4,0.1820751686594342
baron-mouse,counts,bd,8,0.80196013137808
baron-mouse,counts,bd,16,0.7300005656564676
baron-mouse,counts,fa,96,0.3285185244352351
baron-mouse,counts,fa,48,0.3412687412704183
baron-mouse,counts,fa,32,0.34295462855628966
baron-mouse,counts,fa,2,0.24028612833735305
baron-mouse,counts,fa,4,0.36143588785239533
baron-mouse,counts,fa,8,0.3735239218138952
baron-mouse,counts,fa,16,0.3611554172844558
baron-mouse,logcounts,zifa,32,0.6229803327009722
baron-mouse,logcounts,zifa,2,0.4572765588825804
baron-mouse,logcounts,zifa,4,0.41239138804882003
baron-mouse,logcounts,zifa,8,0.6598860810249589
baron-mouse,logcounts,zifa,16,0.6264356407546802
baron-mouse,logcounts,vasc,96,nan
baron-mouse,logcounts,vasc,48,nan
baron-mouse,logcounts,vasc,32,0.2023584799704346
baron-mouse,logcounts,vasc,2,0.08877611266696751
baron-mouse,logcounts,vasc,4,0.3332708778491153
baron-mouse,logcounts,vasc,8,0.1964451388490728
baron-mouse,logcounts,vasc,16,0.16884599995630198
baron-mouse,logcounts,lle,96,0.10030645114691727
baron-mouse,logcounts,lle,48,0.10973541596171116
baron-mouse,logcounts,lle,32,0.11603000008240401
baron-mouse,logcounts,lle,2,0.11451943312566813
baron-mouse,logcounts,lle,4,0.17790267281234826
baron-mouse,logcounts,lle,8,0.15029140825704335
baron-mouse,logcounts,lle,16,0.12120500663260131
baron-mouse,logcounts,kpca-cos,96,0.4788418162766055
baron-mouse,logcounts,kpca-cos,48,0.47917964766497295
baron-mouse,logcounts,kpca-cos,32,0.47708257313073227
baron-mouse,logcounts,kpca-cos,2,0.20623834315577833
baron-mouse,logcounts,kpca-cos,4,0.48023946442720195
baron-mouse,logcounts,kpca-cos,8,0.4782603733041271
baron-mouse,logcounts,kpca-cos,16,0.47568120531211305
baron-mouse,logcounts,grp,96,0.6538746002064855
baron-mouse,logcounts,grp,48,0.49398166760817735
baron-mouse,logcounts,grp,32,0.4337073985654836
baron-mouse,logcounts,grp,2,0.1656407037564052
baron-mouse,logcounts,grp,4,0.05388441991788613
baron-mouse,logcounts,grp,8,0.22726072271094058
baron-mouse,logcounts,grp,16,0.34861544300815206
baron-mouse,logcounts,pmf,96,0.40486726808845547
baron-mouse,logcounts,pmf,48,0.40643457635958785
baron-mouse,logcounts,pmf,32,0.42111387124635735
baron-mouse,logcounts,pmf,2,0.3696447638251344
baron-mouse,logcounts,pmf,4,0.35630818784417567
baron-mouse,logcounts,pmf,8,0.40676433840515047
baron-mouse,logcounts,pmf,16,0.43096249211998006
baron-mouse,logcounts,ipca,96,0.31487487357702737
baron-mouse,logcounts,ipca,48,0.32270158172989166
baron-mouse,logcounts,ipca,32,0.3272139870935736
baron-mouse,logcounts,ipca,2,0.11509003191371724
baron-mouse,logcounts,ipca,4,0.39509065896730267
baron-mouse,logcounts,ipca,8,0.357361514562667
baron-mouse,logcounts,ipca,16,0.33337176360840276
baron-mouse,logcounts,lda,96,0.34572395912168685
baron-mouse,logcounts,lda,48,0.35669793172936776
baron-mouse,logcounts,lda,32,0.3347161123559583
baron-mouse,logcounts,lda,2,0.2271996442930818
baron-mouse,logcounts,lda,4,0.45416149732017064
baron-mouse,logcounts,lda,8,0.33224227539792023
baron-mouse,logcounts,lda,16,0.28009655376882236
baron-mouse,logcounts,kpca-sig,96,0.41430885106425874
baron-mouse,logcounts,kpca-sig,48,0.41907728935109406
baron-mouse,logcounts,kpca-sig,32,0.4213362831196723
baron-mouse,logcounts,kpca-sig,2,0.3673487329045868
baron-mouse,logcounts,kpca-sig,4,0.4073426851007888
baron-mouse,logcounts,kpca-sig,8,0.4233189784653129
baron-mouse,logcounts,kpca-sig,16,0.4223327382624109
baron-mouse,logcounts,umap,96,-0.0592516664518982
baron-mouse,logcounts,umap,48,-0.11698092876351004
baron-mouse,logcounts,umap,32,-0.03840561116572993
baron-mouse,logcounts,umap,2,0.22793421638464426
baron-mouse,logcounts,umap,4,-0.037872885331115116
baron-mouse,logcounts,umap,8,0.014749492405082049
baron-mouse,logcounts,umap,16,-0.08363121680080915
baron-mouse,logcounts,phate,96,0.432410417310932
baron-mouse,logcounts,phate,48,0.41186096233657216
baron-mouse,logcounts,phate,32,0.43486835670291774
baron-mouse,logcounts,phate,2,0.21090444095967897
baron-mouse,logcounts,phate,4,0.37527568107237086
baron-mouse,logcounts,phate,8,0.379948352776333
baron-mouse,logcounts,phate,16,0.40535267091736343
baron-mouse,logcounts,fica,96,0.1322455396407011
baron-mouse,logcounts,fica,48,0.14136869822908948
baron-mouse,logcounts,fica,32,0.15957008889487262
baron-mouse,logcounts,fica,2,-0.012353952041525833
baron-mouse,logcounts,fica,4,0.40005478076811773
baron-mouse,logcounts,fica,8,0.30075615707699016
baron-mouse,logcounts,fica,16,0.1918906910105812
baron-mouse,logcounts,isomap,96,-0.12579102710035991
baron-mouse,logcounts,isomap,48,-0.13026119191978294
baron-mouse,logcounts,isomap,32,-0.13441720250642214
baron-mouse,logcounts,isomap,2,0.09298581748790749
baron-mouse,logcounts,isomap,4,-0.11129875003956784
baron-mouse,logcounts,isomap,8,-0.1546915891250236
baron-mouse,logcounts,isomap,16,-0.14400487683021582
baron-mouse,logcounts,tsvd,96,0.828120564074637
baron-mouse,logcounts,tsvd,48,0.7629821153100407
baron-mouse,logcounts,tsvd,32,0.7288524659834555
baron-mouse,logcounts,tsvd,2,0.008393762368825027
baron-mouse,logcounts,tsvd,4,0.5361069690838536
baron-mouse,logcounts,tsvd,8,0.5887062352087618
baron-mouse,logcounts,tsvd,16,0.6654961876090976
baron-mouse,logcounts,vpac,96,0.24262613061883018
baron-mouse,logcounts,vpac,48,0.2545987831582869
baron-mouse,logcounts,vpac,32,0.20470478073266624
baron-mouse,logcounts,vpac,2,-0.006935671112562102
baron-mouse,logcounts,vpac,4,0.3536206326086381
baron-mouse,logcounts,vpac,8,0.24179507269044803
baron-mouse,logcounts,vpac,16,0.22881219735436614
baron-mouse,logcounts,kpca-rbf,96,0.253631695351932
baron-mouse,logcounts,kpca-rbf,48,0.27820703454502227
baron-mouse,logcounts,kpca-rbf,32,0.28871524353311784
baron-mouse,logcounts,kpca-rbf,2,0.19498208699783776
baron-mouse,logcounts,kpca-rbf,4,0.322067706096756
baron-mouse,logcounts,kpca-rbf,8,0.3209928075338514
baron-mouse,logcounts,kpca-rbf,16,0.3121408769792548
baron-mouse,logcounts,mctsne,96,nan
baron-mouse,logcounts,mctsne,48,nan
baron-mouse,logcounts,mctsne,32,nan
baron-mouse,logcounts,mctsne,2,0.029456956920546753
baron-mouse,logcounts,mctsne,4,0.08834726354849884
baron-mouse,logcounts,mctsne,8,0.12092890260069462
baron-mouse,logcounts,nmf,96,0.298915790672413
baron-mouse,logcounts,nmf,48,0.3514777219835995
baron-mouse,logcounts,nmf,32,0.35921227007369266
baron-mouse,logcounts,nmf,2,0.37766708482213496
baron-mouse,logcounts,nmf,4,0.5232720542462515
baron-mouse,logcounts,nmf,8,0.4632106693663067
baron-mouse,logcounts,nmf,16,0.4279263969831838
baron-mouse,logcounts,srp,96,0.6197526234521576
baron-mouse,logcounts,srp,48,0.5423578067271669
baron-mouse,logcounts,srp,32,0.5559266300457425
baron-mouse,logcounts,srp,2,nan
baron-mouse,logcounts,srp,4,0.08352901047405593
baron-mouse,logcounts,srp,8,0.22204173286168552
baron-mouse,logcounts,srp,16,0.3929710359075132
baron-mouse,logcounts,snmf,96,0.3165652346404053
baron-mouse,logcounts,snmf,48,0.39994398884310306
baron-mouse,logcounts,snmf,32,0.4203884300409545
baron-mouse,logcounts,snmf,2,0.38201902512504365
baron-mouse,logcounts,snmf,4,0.5001636675439275
baron-mouse,logcounts,snmf,8,0.47962588699827996
baron-mouse,logcounts,snmf,16,0.4463946551469932
baron-mouse,logcounts,psmf,96,0.5972005206094169
baron-mouse,logcounts,psmf,48,0.5414593832093921
baron-mouse,logcounts,psmf,32,0.5543220544989295
baron-mouse,logcounts,psmf,2,0.3514439008322639
baron-mouse,logcounts,psmf,4,0.5006413138513361
baron-mouse,logcounts,psmf,8,0.5546035169597608
baron-mouse,logcounts,psmf,16,0.518539171076306
baron-mouse,logcounts,kpca-pol,96,0.03298383483630712
baron-mouse,logcounts,kpca-pol,48,0.053567716446972224
baron-mouse,logcounts,kpca-pol,32,0.060870406128069016
baron-mouse,logcounts,kpca-pol,2,-0.12583519571407326
baron-mouse,logcounts,kpca-pol,4,0.04175579938989649
baron-mouse,logcounts,kpca-pol,8,0.07467656223108547
baron-mouse,logcounts,kpca-pol,16,0.06938452045665058
baron-mouse,logcounts,ivis,96,0.3925398250670399
baron-mouse,logcounts,ivis,48,0.4018271626625429
baron-mouse,logcounts,ivis,32,0.3979287987212119
baron-mouse,logcounts,ivis,2,0.38434856990170924
baron-mouse,logcounts,ivis,4,0.28040287605847497
baron-mouse,logcounts,ivis,8,0.3272793187140365
baron-mouse,logcounts,ivis,16,0.4082768376325034
baron-mouse,logcounts,spectral,96,0.0563059572316498
baron-mouse,logcounts,spectral,48,0.07615071407014169
baron-mouse,logcounts,spectral,32,0.0901665919593147
baron-mouse,logcounts,spectral,2,0.09373456672220258
baron-mouse,logcounts,spectral,4,0.2501725315026879
baron-mouse,logcounts,spectral,8,0.1721630386997814
baron-mouse,logcounts,spectral,16,0.12109146342801097
baron-mouse,logcounts,nmf2,96,0.3406744253818837
baron-mouse,logcounts,nmf2,48,0.3594469803321745
baron-mouse,logcounts,nmf2,32,0.3567182974648586
baron-mouse,logcounts,nmf2,2,0.3222443060642496
baron-mouse,logcounts,nmf2,4,0.4016974786611619
baron-mouse,logcounts,nmf2,8,0.3639671473528462
baron-mouse,logcounts,nmf2,16,0.37197781550907083
baron-mouse,logcounts,icm,96,0.20883043540791274
baron-mouse,logcounts,icm,48,0.3072718163454696
baron-mouse,logcounts,icm,32,0.3848104493076563
baron-mouse,logcounts,icm,2,0.3810930699839225
baron-mouse,logcounts,icm,4,0.5585770859311576
baron-mouse,logcounts,icm,8,0.4511233804302963
baron-mouse,logcounts,icm,16,0.3841028772779487
baron-mouse,logcounts,pca,96,0.31116618190616524
baron-mouse,logcounts,pca,48,0.3144583490094564
baron-mouse,logcounts,pca,32,0.3151114973628197
baron-mouse,logcounts,pca,2,-0.007751326641985127
baron-mouse,logcounts,pca,4,0.24363994302707373
baron-mouse,logcounts,pca,8,0.2872952266050539
baron-mouse,logcounts,pca,16,0.30956031372173487
baron-mouse,logcounts,saucie,96,-0.00023247430632566198
baron-mouse,logcounts,saucie,48,-0.02065803202030021
baron-mouse,logcounts,saucie,32,-0.01023276208132245
baron-mouse,logcounts,saucie,2,0.008208591248560984
baron-mouse,logcounts,saucie,4,-0.0011055626506131665
baron-mouse,logcounts,saucie,8,-0.015724158321219567
baron-mouse,logcounts,saucie,16,-0.002606610474634719
baron-mouse,logcounts,spca,96,0.3654696365120762
baron-mouse,logcounts,spca,48,0.3523688382856715
baron-mouse,logcounts,spca,32,0.33762296029194716
baron-mouse,logcounts,spca,2,0.12617690903054948
baron-mouse,logcounts,spca,4,0.2798721802795829
baron-mouse,logcounts,spca,8,0.3034805428165347
baron-mouse,logcounts,spca,16,0.3277261739502576
baron-mouse,logcounts,spca-batch,96,0.2727781778875804
baron-mouse,logcounts,spca-batch,48,0.31350040644462784
baron-mouse,logcounts,spca-batch,32,0.32283201479916096
baron-mouse,logcounts,spca-batch,2,0.21197391482162953
baron-mouse,logcounts,spca-batch,4,0.4119142535192343
baron-mouse,logcounts,spca-batch,8,0.28921330460315475
baron-mouse,logcounts,spca-batch,16,0.3681912880127019
baron-mouse,logcounts,nsnmf,96,0.371442215081351
baron-mouse,logcounts,nsnmf,48,0.348497120673228
baron-mouse,logcounts,nsnmf,32,0.3689538743892425
baron-mouse,logcounts,nsnmf,2,0.009622872046037649
baron-mouse,logcounts,nsnmf,4,0.2136706487509785
baron-mouse,logcounts,nsnmf,8,0.2783950998081329
baron-mouse,logcounts,nsnmf,16,0.29412397399129614
baron-mouse,logcounts,lsnmf,96,6.140583408523331e-05
baron-mouse,logcounts,lsnmf,48,0.35600311244144717
baron-mouse,logcounts,lsnmf,32,0.36596416875367865
baron-mouse,logcounts,lsnmf,2,0.3716796465304761
baron-mouse,logcounts,lsnmf,4,0.4347689524429052
baron-mouse,logcounts,lsnmf,8,0.11715229676583998
baron-mouse,logcounts,lsnmf,16,0.0007966096084836162
baron-mouse,logcounts,bd,96,-0.11664462457292477
baron-mouse,logcounts,bd,48,0.30204838443678034
baron-mouse,logcounts,bd,32,0.2852595143907881
baron-mouse,logcounts,bd,2,0.38793223861781545
baron-mouse,logcounts,bd,4,-0.19492124214730805
baron-mouse,logcounts,bd,8,0.46748526889388603
baron-mouse,logcounts,bd,16,0.4018820980381823
baron-mouse,logcounts,fa,96,0.1751219345904883
baron-mouse,logcounts,fa,48,0.1835607009962731
baron-mouse,logcounts,fa,32,0.20412404404811238
baron-mouse,logcounts,fa,2,0.3832080688381547
