,k,time,ari,nmi,ss,vrc,dbs,dataset,method,count_type,dimensions,loss_criteria
13,16,0.08987832069396973,0.24157139720357265,0.4325702014182887,0.33645952,3460.1009122617907,0.9523785909635294,marques,phate,logcounts,8,nmi
0,3,0.591717004776001,0.10914883394782472,0.28911924955949553,0.5050622,5832.184771921071,0.7253211359806802,marques,phate,logcounts,2,ss
50,53,0.13526463508605954,0.10597733956424826,0.3861287844812884,0.38902226,9173.718635321024,0.7680443373507976,marques,phate,logcounts,2,vrc
4,7,0.04293251037597656,0.1963579552617056,0.364977123217788,0.43681952,8135.793996307637,0.7047918621203759,marques,phate,logcounts,2,dbs
10,13,0.11501288414001465,0.2435838087867683,0.4118726544398794,0.30251604,1211.5372971098873,1.3296636635496728,marques,vpac,counts,96,ari
9,12,0.03300666809082031,0.22575647650779365,0.4248878415013306,0.6298948,5120.93753895918,0.7684447549628112,marques,vpac,counts,8,nmi
43,46,0.24292516708374026,0.15112831502702392,0.4042404347623704,0.99669635,35017020.71554336,0.005784496585701522,marques,vpac,logcounts,48,ss
43,46,0.24292516708374026,0.15112831502702392,0.4042404347623704,0.99669635,35017020.71554336,0.005784496585701522,marques,vpac,logcounts,48,vrc
43,46,0.24292516708374026,0.15112831502702392,0.4042404347623704,0.99669635,35017020.71554336,0.005784496585701522,marques,vpac,logcounts,48,dbs
4,7,0.04945158958435058,0.20813418690458035,0.3568611124508669,0.44381008,7017.401517516882,0.7442339957766084,marques,mctsne,logcounts,2,ari
17,20,0.09176325798034668,0.1922912582174413,0.39436680142735664,0.33390635,4032.180798832469,1.0119790629665908,marques,mctsne,logcounts,4,nmi
2,5,0.08752703666687013,9.911676371636978e-06,0.0015468981480750506,0.9992084000000001,4701559948379694.0,1.4580905494718951e-08,marques,mctsne,counts,48,ss
40,43,0.19096803665161133,0.04205082444235879,0.1470311997080884,0.27330232,4.55867572713713e+16,1.2422697332547408,marques,mctsne,counts,48,vrc
2,5,0.08752703666687013,9.911676371636978e-06,0.0015468981480750506,0.9992084000000001,4701559948379694.0,1.4580905494718951e-08,marques,mctsne,counts,48,dbs
37,40,0.14379215240478516,0.004186847935279928,0.01908298494143673,0.9870405000000001,200700.21910820727,0.2901567388690892,marques,saucie,counts,8,ari
52,55,0.0969393253326416,0.0007128568911352122,0.02915837569647248,0.9838766,2038214.6502392043,0.2975621802290972,marques,saucie,counts,32,nmi
9,12,0.019971370697021484,-0.001279486235818241,0.005687414594186396,0.9974804,1582321.6475649239,0.1264312993415776,marques,saucie,counts,4,ss
43,46,0.2859840393066406,-0.00030081631809046697,0.01754951587001637,0.99505246,36777114008.682175,3.7902045445110576e-05,marques,saucie,counts,96,vrc
41,44,0.2640514373779297,-0.00030081631809046697,0.017549515870016366,0.99505246,36777114008.682175,3.790204544511057e-05,marques,saucie,counts,96,dbs
5,8,0.03961896896362305,0.17734827699227135,0.3291280479435361,0.3648493,1862.020977562703,0.7961817327105252,marques,lle,logcounts,8,ari
12,15,0.147003173828125,0.13061129076673508,0.36235246230371104,0.02977533,111.00324628393066,2.4469346188951544,marques,lle,logcounts,48,nmi
1,4,0.2328009605407715,0.05270254986268323,0.11465852184985133,0.7951227,24614.49464196493,0.21901570945095086,marques,lle,logcounts,4,ss
52,55,0.08678936958312987,0.08974915365071963,0.16983271393963956,0.5153920999999999,340118.32781198336,0.6130385882235034,marques,lle,logcounts,4,vrc
1,4,0.2328009605407715,0.05270254986268323,0.11465852184985133,0.7951227,24614.49464196493,0.21901570945095086,marques,lle,logcounts,4,dbs
8,11,0.12103009223937987,0.220891361716507,0.31308710543330875,0.088367954,488.93494674039147,2.0044585016592844,marques,srp,counts,32,ari
12,15,0.2339057922363281,0.17107852695934647,0.34027476424915576,0.08331166,543.2673439859719,2.3019609888724863,marques,srp,counts,48,nmi
0,3,0.4997448921203613,0.00500008817533972,0.01078048226047882,0.33474898,3022.6066128770753,0.9561734483180322,marques,srp,logcounts,2,ss
0,3,0.5387046337127686,0.05746256770333071,0.13286786083405558,0.31645733,3103.608255095109,1.1023207257106422,marques,srp,counts,96,vrc
51,54,0.2580816745758057,0.009364907810384062,0.07208980512370844,0.32775423,2396.7615137313555,0.7852431661755491,marques,srp,counts,2,dbs
3,6,0.034529924392700195,0.3271521054865356,0.4759413723614765,0.29334795,1808.6303246471023,1.1376394498423137,marques,lsnmf,logcounts,8,ari
3,6,0.034529924392700195,0.3271521054865356,0.4759413723614765,0.29334795,1808.6303246471023,1.1376394498423137,marques,lsnmf,logcounts,8,nmi
1,4,0.2321946620941162,-0.0003456862688401956,0.0013672985381371432,0.40360335,4965.2029984689925,0.7816268842770424,marques,lsnmf,counts,2,ss
50,53,0.12460851669311525,-0.0002521462916937584,0.018709626046882425,0.35075065,5277.561050366788,0.785341359915357,marques,lsnmf,counts,2,vrc
18,21,0.12033390998840332,-0.00022091441729431803,0.00900807325222265,0.3578245,5081.143219020573,0.7746244051045578,marques,lsnmf,counts,2,dbs
3,6,0.07637310028076172,0.28449589789196666,0.451414036710696,0.22580943,869.858595168249,1.6713575089701045,marques,lda,counts,16,ari
6,9,0.09459877014160156,0.27183241119484763,0.4755771487604325,0.17659496,441.24654918079216,1.7669097091919903,marques,lda,counts,32,nmi
0,3,0.6069061756134033,0.08996528091134634,0.23869347048995584,0.76544166,38880.97063155351,0.41938793256991147,marques,lda,counts,2,ss
52,55,0.06445670127868652,0.07613303714238885,0.20688269821913452,0.613362,733152.2103305364,0.4849913636113437,marques,lda,counts,2,vrc
0,3,0.6069061756134033,0.08996528091134634,0.23869347048995584,0.76544166,38880.97063155351,0.41938793256991147,marques,lda,counts,2,dbs
6,9,0.0954880714416504,0.30611340489471256,0.47964562110886105,0.30408093,1451.6835909906226,0.9970074690485026,marques,zifa,counts,8,ari
5,8,0.12932562828063965,0.2982038003156422,0.4878239959687733,0.26975974,1185.637406774458,1.1216671623607335,marques,zifa,counts,16,nmi
0,3,0.4623522758483887,0.08806510029053499,0.23985645968732786,0.493774,4161.902118016256,0.7750491852169938,marques,zifa,counts,2,ss
3,6,0.053345680236816406,0.13272934015383062,0.26054576253643696,0.42244643,5706.422001130134,0.7823753282253315,marques,zifa,logcounts,2,vrc
1,4,0.18677496910095212,0.12305039878664642,0.2509681432156163,0.45696002,5439.093866901074,0.7132186719261011,marques,zifa,logcounts,2,dbs
9,12,0.249478816986084,0.2733672131493933,0.4443741927552097,0.15961474,635.3727220787741,1.6020120596819023,marques,spca-batch,logcounts,32,ari
9,12,0.249478816986084,0.2733672131493933,0.4443741927552097,0.15961474,635.3727220787741,1.6020120596819023,marques,spca-batch,logcounts,32,nmi
3,6,0.04683089256286621,0.13283854704765174,0.2575226527514367,0.41480416,5284.222721883306,0.7254745696233584,marques,spca-batch,logcounts,2,ss
0,3,0.4855332374572754,0.044505041811779014,0.1042215940914974,0.40455925,5605.272264810079,0.8235443008714434,marques,spca-batch,counts,2,vrc
3,6,0.04683089256286621,0.13283854704765174,0.2575226527514367,0.41480416,5284.222721883306,0.7254745696233584,marques,spca-batch,logcounts,2,dbs
5,8,0.24120259284973145,0.2303031546325374,0.39052268428515896,0.067006126,242.04518732400103,2.8780610596405936,marques,kpca-rbf,logcounts,96,ari
28,31,0.32019519805908203,0.17097738178232091,0.4184086336223598,0.11868299,211.80107265512248,1.8866231936069155,marques,kpca-rbf,logcounts,48,nmi
0,3,0.5668778419494629,3.113959476703931e-05,0.0019650032204953072,0.82581997,117.898895339254,0.4666513891356603,marques,kpca-rbf,counts,48,ss
52,55,0.04606413841247559,-1.9394410930642817e-06,0.027988868141990024,0.77065873,649895.1512301245,0.4823501120590725,marques,kpca-rbf,counts,2,vrc
1,4,0.2306790351867676,-6.844114115148489e-05,0.0014161760664970155,0.7760425999999999,35052.592858872245,0.2459793588550675,marques,kpca-rbf,counts,2,dbs
6,9,0.12567806243896484,0.20739006982095776,0.3555473607339691,0.16069897,824.8782844738765,1.8168407792051249,marques,kpca-pol,logcounts,48,ari
21,24,0.17830324172973633,0.19589639443929815,0.4005439464220723,0.14830077,540.6740290549011,1.7520653647623703,marques,kpca-pol,logcounts,32,nmi
0,3,0.5862338542938232,-0.006095094447741082,0.022725802802602658,0.72387743,4362.775262312434,0.5747775806009185,marques,kpca-pol,counts,2,ss
52,55,0.09701418876647948,0.03272911585219253,0.1689268829632456,0.36352482,8358.279867358151,0.7213007754874321,marques,kpca-pol,counts,2,vrc
0,3,0.5862338542938232,-0.006095094447741082,0.022725802802602658,0.72387743,4362.775262312434,0.5747775806009185,marques,kpca-pol,counts,2,dbs
12,15,0.25108909606933594,0.19010307809676144,0.3743546977910038,0.40802455,9363.088853328141,0.8569119318252519,marques,umap,logcounts,96,ari
22,25,0.2648458480834961,0.1591108133875921,0.3811260089450538,0.37262812,8679.695471719559,0.9124223609672006,marques,umap,logcounts,96,nmi
4,7,0.01538705825805664,0.18390838012677466,0.3405675951273784,0.49661833,9917.681616646318,0.6879077847295113,marques,umap,logcounts,2,ss
46,49,0.09514188766479492,0.10395522899363684,0.3662933672778931,0.38980517,12823.795985036233,0.7896495706493681,marques,umap,logcounts,2,vrc
2,5,0.022658109664916992,0.14148376025606374,0.2903450532236701,0.4815670999999999,8436.069019676437,0.6460858592970509,marques,umap,logcounts,2,dbs
3,6,0.07030749320983888,0.2597276241119472,0.42338329125109664,0.27840266,1040.4445871904466,1.3497959685424563,marques,spectral,logcounts,8,ari
3,6,0.07030749320983888,0.2597276241119472,0.42338329125109664,0.27840266,1040.4445871904466,1.3497959685424563,marques,spectral,logcounts,8,nmi
0,3,0.606360673904419,0.11081788900028544,0.25836094610209004,0.5660576,8442.592406988677,0.5911838403734094,marques,spectral,logcounts,2,ss
49,52,0.13380718231201172,0.04378156464601425,0.19222133702849534,0.38310185,12462.05871415473,0.8091681225328384,marques,spectral,counts,2,vrc
0,3,0.6311697959899902,0.06830338603848088,0.1495574177178217,0.5634594,8960.041703747253,0.589766967086501,marques,spectral,counts,2,dbs
9,12,0.2698056697845459,0.219724499609228,0.3673612705025536,0.04483914,257.6587037333526,3.078725563083613,marques,nmf2,logcounts,96,ari
6,9,0.21666431427001956,0.2005951325008853,0.3683948383024277,0.04449328,321.6424590198498,3.1484882601309216,marques,nmf2,logcounts,96,nmi
0,3,0.4699456691741944,0.06315984016563447,0.14648034432475665,0.40016314,4622.064563466951,0.878858466193333,marques,nmf2,counts,2,ss
0,3,0.4892582893371582,0.05917895607107158,0.1320784036258869,0.38389763,5192.367246225619,0.8774910271829022,marques,nmf2,logcounts,2,vrc
17,20,0.1060798168182373,0.059342523161714025,0.1974371589488597,0.34941095,4700.105369502577,0.7690148336726846,marques,nmf2,counts,2,dbs
4,7,0.13877558708190918,0.29963878078684725,0.4730010044807461,0.11384758,402.5144643283909,2.125153639808799,marques,spca,logcounts,48,ari
4,7,0.13877558708190918,0.29963878078684725,0.4730010044807461,0.11384758,402.5144643283909,2.125153639808799,marques,spca,logcounts,48,nmi
3,6,0.020034074783325195,0.13769957910685146,0.26728043158600623,0.42444077,5469.786294625503,0.7139694581223627,marques,spca,logcounts,2,ss
8,11,0.06199455261230469,0.11716825396859208,0.2694151882831136,0.38249597,5587.582146537511,0.7807746371362163,marques,spca,logcounts,2,vrc
3,6,0.020034074783325195,0.13769957910685146,0.26728043158600623,0.42444077,5469.786294625503,0.7139694581223627,marques,spca,logcounts,2,dbs
8,11,0.030446767807006836,0.5918240690085119,0.6758252434082357,0.58866614,6272.843395691111,0.5076934671056745,tasic-reads,ivis,logcounts,8,ari
8,11,0.030446767807006836,0.5918240690085119,0.6758252434082357,0.58866614,6272.843395691111,0.5076934671056745,tasic-reads,ivis,logcounts,8,nmi
0,3,0.6115109920501709,0.04131577701520006,0.2181309385822948,0.9757524,148130.57500043785,0.2726003575178822,tasic-reads,ivis,logcounts,48,ss
52,55,0.1064000129699707,0.03304451944112033,0.21650051228371772,0.95337933,9058846.5857893,0.2878485876680009,tasic-reads,ivis,logcounts,48,vrc
0,3,0.6115109920501709,0.04131577701520006,0.2181309385822948,0.9757524,148130.57500043785,0.2726003575178822,tasic-reads,ivis,logcounts,48,dbs
12,15,0.06781578063964844,0.8405513888220181,0.8599718571336633,0.2995056,355.2091254029022,1.279432359838796,tasic-reads,kpca-cos,logcounts,32,ari
12,15,0.06781578063964844,0.8405513888220181,0.8599718571336633,0.2995056,355.2091254029022,1.279432359838796,tasic-reads,kpca-cos,logcounts,32,nmi
0,3,0.5201592445373535,0.2711306929845872,0.5428518185046572,0.6760121,5563.471293026851,0.43823840845586304,tasic-reads,kpca-cos,logcounts,2,ss
1,4,0.2225430011749268,0.34306621450628794,0.5871926720659162,0.64628327,6622.8936766915385,0.4740445083090447,tasic-reads,kpca-cos,logcounts,2,vrc
0,3,0.5201592445373535,0.2711306929845872,0.5428518185046572,0.6760121,5563.471293026851,0.43823840845586304,tasic-reads,kpca-cos,logcounts,2,dbs
5,8,0.04898405075073242,0.4601005862174587,0.5922063330334222,0.44902208,14842.40572461515,0.7318745872101248,tasic-reads,bd,logcounts,2,ari
7,10,0.03746509552001953,0.432740368699122,0.5976935116979374,0.40350586,1400.5069737780661,0.7919800609836668,tasic-reads,bd,counts,8,nmi
0,3,0.5384318828582764,0.19932461774372773,0.4132975046540816,0.7348366999999999,26216.294510796808,0.4799678845547056,tasic-reads,bd,logcounts,4,ss
52,55,0.07052445411682129,0.08919980813660476,0.3209927937900309,0.5669871999999999,284464.2593585904,0.4642809535434123,tasic-reads,bd,logcounts,4,vrc
52,55,0.06126213073730469,0.02767090132846857,0.2067444774344829,0.5501223000000001,117206.25364872221,0.4525928212702136,tasic-reads,bd,counts,2,dbs
14,17,0.05581855773925781,0.6746817391041754,0.7540076688741969,0.34238744,518.726472310876,1.038558773328491,tasic-reads,isomap,counts,16,ari
11,14,0.07846617698669434,0.6632005860911134,0.7594125770121563,0.22554816,285.54448023621313,1.5234271658730718,tasic-reads,isomap,counts,96,nmi
0,3,0.4202497005462647,0.2660216130444697,0.5278592321806227,0.74141467,6276.944644671238,0.3540063494379164,tasic-reads,isomap,logcounts,2,ss
52,55,0.047405481338500984,0.2889163170269034,0.515867266436406,0.5363005,23813.898812373296,0.537516444417734,tasic-reads,isomap,logcounts,2,vrc
1,4,0.15731573104858398,0.2076252429791811,0.441631911216522,0.6930898,3590.2668613990704,0.3445869341837821,tasic-reads,isomap,counts,2,dbs
12,15,0.023160219192504883,0.7993885446434557,0.8388973687659766,0.47678444,712.9832747647563,0.6818775791332635,tasic-reads,nmf,logcounts,16,ari
12,15,0.023160219192504883,0.7993885446434557,0.8388973687659766,0.47678444,712.9832747647563,0.6818775791332635,tasic-reads,nmf,logcounts,16,nmi
0,3,0.4698278903961182,0.26797440071061657,0.5268896404175379,0.68866736,13288.42616640874,0.4330358759869872,tasic-reads,nmf,logcounts,2,ss
5,8,0.06208395957946777,0.4550627081179282,0.5906994218408718,0.45969117,16289.739018757316,0.7468543118594706,tasic-reads,nmf,logcounts,2,vrc
0,3,0.4698278903961182,0.26797440071061657,0.5268896404175379,0.68866736,13288.42616640874,0.4330358759869872,tasic-reads,nmf,logcounts,2,dbs
8,11,0.05968546867370605,0.7991442950219846,0.8320599366624893,0.4551486,607.2529853133387,0.8782571971814879,tasic-reads,snmf,logcounts,16,ari
13,16,0.07836055755615234,0.7911083947523299,0.8378203096023673,0.281057,173.3131316933384,1.3000123462721531,tasic-reads,snmf,logcounts,32,nmi
0,3,0.4747045040130615,0.26780978577003983,0.5260712694581394,0.69434553,13412.429696845918,0.4472488428420749,tasic-reads,snmf,logcounts,2,ss
5,8,0.04375171661376953,0.4692270289540348,0.5974237224130001,0.45063263,14974.270933677875,0.7669488180494093,tasic-reads,snmf,logcounts,2,vrc
0,3,0.4747045040130615,0.26780978577003983,0.5260712694581394,0.69434553,13412.429696845918,0.4472488428420749,tasic-reads,snmf,logcounts,2,dbs
12,15,0.08952832221984862,0.4599521894430393,0.6563939776847367,0.19773664,1126.5813046692508,1.1956582698414315,tasic-reads,nsnmf,counts,96,ari
12,15,0.08952832221984862,0.4599521894430393,0.6563939776847367,0.19773664,1126.5813046692508,1.1956582698414315,tasic-reads,nsnmf,counts,96,nmi
2,5,0.07695150375366211,0.026984178292497083,0.1835756587404794,0.7686481,925.5945992487617,0.2989453680894176,tasic-reads,nsnmf,counts,96,ss
52,55,0.06986141204833984,0.014017094080224208,0.14595121362974264,0.5465734,56388.941698780945,0.4738508710270672,tasic-reads,nsnmf,counts,2,vrc
1,4,0.23223185539245605,0.02125804916011735,0.1482002606462893,0.7449981999999999,731.2153342197995,0.25063086465826256,tasic-reads,nsnmf,counts,48,dbs
9,12,0.06634521484375,0.7813170247723744,0.8261697226898533,0.28445175,402.04330374375,1.3986363617521167,tasic-reads,tsvd,logcounts,32,ari
14,17,0.05725431442260742,0.7086447928508163,0.8275665168207882,0.31436709999999995,382.13082351906615,1.1489830576208562,tasic-reads,tsvd,logcounts,32,nmi
0,3,0.6056156158447266,0.037021499635056056,0.19397419887623368,0.64939487,1169.9880658280233,0.6668778129977015,tasic-reads,tsvd,counts,4,ss
41,44,0.0622706413269043,0.20328480811882546,0.5269335159841506,0.36163688,5277.838410387856,0.7914311402239059,tasic-reads,tsvd,logcounts,2,vrc
0,3,0.5505759716033936,0.26747874665776555,0.5190196475788053,0.63311625,4011.1007471526473,0.5088618444208488,tasic-reads,tsvd,logcounts,2,dbs
12,15,0.0916879177093506,0.6368584970075399,0.7262968888372252,0.27918535,752.4122614975981,1.1495357366410313,tasic-reads,pmf,counts,32,ari
26,29,0.1542670726776123,0.5826575665485689,0.7679116747789785,0.14668483,241.08522827654312,1.6793802737466532,tasic-reads,pmf,counts,96,nmi
0,3,0.5290329456329346,0.009885681861093407,0.08644682295999027,0.69856054,308.87684671034697,0.82002342065118,tasic-reads,pmf,counts,96,ss
52,55,0.0515749454498291,0.10880485381582816,0.34845837966984705,0.5759283000000001,160190.58637822347,0.4822972045452244,tasic-reads,pmf,counts,2,vrc
0,3,0.4640095233917236,0.00866564885186563,0.07579889048885467,0.6725317,413.85116376853165,0.3050389298205282,tasic-reads,pmf,counts,48,dbs
26,29,0.0747687816619873,0.8366910438993047,0.8567404910780622,0.3820667,234.6550239025341,0.7018233809090889,tasic-reads,fa,logcounts,32,ari
26,29,0.0747687816619873,0.8366910438993047,0.8567404910780622,0.3820667,234.6550239025341,0.7018233809090889,tasic-reads,fa,logcounts,32,nmi
1,4,0.20477962493896484,0.00016240356373373624,0.004371631945076242,0.91299665,129.29115720696242,0.058227511866682374,tasic-reads,fa,counts,16,ss
13,16,0.03719305992126465,0.35580319567946456,0.5745548870845699,0.40011698,5109.764970126093,0.7575795439759471,tasic-reads,fa,counts,2,vrc
1,4,0.20477962493896484,0.00016240356373373624,0.004371631945076242,0.91299665,129.29115720696242,0.058227511866682374,tasic-reads,fa,counts,16,dbs
6,9,0.03405928611755371,0.6824488765632942,0.7821525708963812,0.48958959999999996,733.528154115898,0.9130640120720164,tasic-reads,vasc,counts,8,ari
6,9,0.03405928611755371,0.6824488765632942,0.7821525708963812,0.48958959999999996,733.528154115898,0.9130640120720164,tasic-reads,vasc,counts,8,nmi
6,9,0.04380345344543457,0.5195162722587542,0.6786072585995252,0.6121436,3008.634286522142,0.4950774586663305,tasic-reads,vasc,counts,2,ss
44,47,0.049923181533813484,0.27560285709379306,0.6144568936341124,0.42345458,6135.618954265239,0.7129471225704467,tasic-reads,vasc,counts,2,vrc
10,13,0.03260231018066406,0.4978143934022685,0.6791268925819262,0.60173494,3909.090057693648,0.4791708940376094,tasic-reads,vasc,counts,2,dbs
21,24,0.11434268951416016,0.8274151238191209,0.8441307317427964,0.089577325,50.051359450848366,1.6354598054639975,tasic-reads,icm,logcounts,96,ari
14,17,0.055896759033203125,0.7911474115231089,0.8488084046355084,0.27974147,138.0428328660002,1.3900859658074065,tasic-reads,icm,logcounts,48,nmi
1,4,0.17801833152770996,0.00026056444784170867,0.01299779377102857,0.8301194,6850.000186841697,0.2952179701658041,tasic-reads,icm,counts,2,ss
52,55,0.05189228057861328,-0.0022039586500817512,0.10362643512544667,0.73895955,36713.1975494061,0.465364872985785,tasic-reads,icm,counts,2,vrc
0,3,0.3758711814880371,0.00024192247887485721,0.006866318649973626,0.82816327,8008.058456180686,0.23580513021677496,tasic-reads,icm,counts,2,dbs
9,12,0.09291958808898926,0.7610297224905201,0.818073678118837,0.23357238,310.40218158656927,1.5306395396824757,tasic-reads,pca,logcounts,48,ari
11,14,0.07130074501037598,0.7343568013103273,0.8317236945328595,0.15816870000000002,183.6355845895796,1.8874191999393388,tasic-reads,pca,logcounts,96,nmi
0,3,0.3283023834228516,0.03707985638534585,0.1933714369503864,0.7093496,1874.3738041377758,0.6003999675738602,tasic-reads,pca,counts,2,ss
52,55,0.08037757873535156,0.16746875961073415,0.5268452255444344,0.35957494,5313.624206385149,0.7951980402124719,tasic-reads,pca,logcounts,2,vrc
1,4,0.17297744750976562,0.3254184782998489,0.5498670221548421,0.5992818,4289.3964533130875,0.5135523592571631,tasic-reads,pca,logcounts,2,dbs
11,14,0.07333993911743164,0.8724054749211119,0.876012017165249,0.38481274,268.9491875613602,0.9606938529134844,tasic-reads,fica,logcounts,16,ari
11,14,0.07333993911743164,0.8724054749211119,0.876012017165249,0.38481274,268.9491875613602,0.9606938529134844,tasic-reads,fica,logcounts,16,nmi
0,3,0.4783859252929688,0.032589183011131395,0.1716392805610029,0.6636331,1138.181981745736,0.6467943406316048,tasic-reads,fica,counts,2,ss
3,6,0.03326630592346192,0.4005474042697299,0.5765024682660697,0.44647908,4854.822869928443,0.7281890417099822,tasic-reads,fica,logcounts,2,vrc
0,3,0.5390055179595947,0.26882939273102724,0.5281498778003246,0.6612179,3830.0142210318772,0.4709871996074885,tasic-reads,fica,logcounts,2,dbs
11,14,0.09202885627746582,0.5002586492630802,0.6234215750286809,0.13279289,227.4184649863028,1.712101833500936,tasic-reads,grp,counts,96,ari
31,34,0.17023682594299314,0.4280079130097543,0.6505269429249205,0.08444597599999999,124.59321002698748,2.1332933794332445,tasic-reads,grp,counts,96,nmi
0,3,0.5664541721343994,0.03315595863695596,0.17334294020705926,0.5033445,424.7121717770089,1.2905973614563886,tasic-reads,grp,counts,48,ss
0,3,0.5293281078338623,0.08146988356366096,0.18250009516101734,0.23310776,1246.4966642948316,1.1964620541878772,tasic-reads,grp,counts,4,vrc
45,48,0.06803464889526367,0.031169052832349307,0.20514093483281,0.3381635,1014.1823486397777,0.7586810245433231,tasic-reads,grp,counts,2,dbs
9,12,0.02616143226623535,0.7691690750401498,0.8195500718534056,0.36937433,646.2881228110573,1.1138977626367932,tasic-reads,ipca,logcounts,16,ari
14,17,0.06214189529418945,0.7090008011453097,0.8286885268568365,0.31180298,371.7822143300992,1.1564253492677048,tasic-reads,ipca,logcounts,32,nmi
0,3,0.4346816539764404,0.03707985638534585,0.1933714369503864,0.7093496,1874.3738041377758,0.6003999675738602,tasic-reads,ipca,counts,2,ss
33,36,0.04960775375366211,0.2301734691903712,0.5437104554247326,0.37818488,5296.761599613279,0.7662248774285857,tasic-reads,ipca,logcounts,2,vrc
1,4,0.15664458274841309,0.324591666072305,0.5491382950535267,0.5992641,4289.362753298808,0.5137679263335153,tasic-reads,ipca,logcounts,2,dbs
9,12,0.0655372142791748,0.8288420637785326,0.8492854215346578,0.47757200000000005,1292.320671273457,0.8587068514534772,tasic-reads,phate,logcounts,48,ari
15,18,0.0837702751159668,0.8243564941910849,0.8580238847356347,0.6042327,4448.528031965088,0.4638561238506695,tasic-reads,phate,logcounts,96,nmi
6,9,0.026606321334838867,0.5858946094437639,0.7638674396252241,0.71224916,9328.977436820856,0.4261272756191932,tasic-reads,phate,logcounts,2,ss
52,55,0.07384514808654785,0.3966446377112007,0.7350734800885098,0.5530282,29042.869950086253,0.5440238249384121,tasic-reads,phate,logcounts,2,vrc
5,8,0.015044927597045897,0.5562370292580513,0.7384070739956335,0.7029941,8199.321652568864,0.4174017145900479,tasic-reads,phate,logcounts,2,dbs
10,13,0.06113338470458984,0.8107966346636432,0.8519271308069795,0.898206,3147.4930626207324,0.3592180682636249,tasic-reads,vpac,counts,16,ari
10,13,0.06113338470458984,0.8107966346636432,0.8519271308069795,0.898206,3147.4930626207324,0.3592180682636249,tasic-reads,vpac,counts,16,nmi
0,3,0.5614616870880127,0.2582910453737957,0.5121483622946839,0.99974364,9031771439.375263,0.000326114466916891,tasic-reads,vpac,logcounts,4,ss
0,3,0.5614616870880127,0.2582910453737957,0.5121483622946839,0.99974364,9031771439.375263,0.000326114466916891,tasic-reads,vpac,logcounts,4,vrc
0,3,0.5614616870880127,0.2582910453737957,0.5121483622946839,0.99974364,9031771439.375263,0.000326114466916891,tasic-reads,vpac,logcounts,4,dbs
10,13,0.047366857528686516,0.7333335695347627,0.7863975797355811,0.5943710999999999,2307.8798259167997,0.5868708284288979,tasic-reads,mctsne,counts,8,ari
11,14,0.03782343864440918,0.7045071672870761,0.804872541509359,0.42682144,3905.01297278,0.8603082695917978,tasic-reads,mctsne,logcounts,4,nmi
0,3,0.4099578857421875,0.0016984404075735368,0.04810148718237196,0.9805453000000002,27409.433904466998,0.15694901748987036,tasic-reads,mctsne,counts,96,ss
0,3,0.4099578857421875,0.0016984404075735368,0.04810148718237196,0.9805453000000002,27409.433904466998,0.15694901748987036,tasic-reads,mctsne,counts,96,vrc
0,3,0.4099578857421875,0.0016984404075735368,0.04810148718237196,0.9805453000000002,27409.433904466998,0.15694901748987036,tasic-reads,mctsne,counts,96,dbs
3,6,0.04588913917541504,0.002263881504682788,0.014010651534034007,0.76192087,5303.298382429151,0.40537441804503227,tasic-reads,saucie,logcounts,32,ari
51,54,0.06429314613342285,0.0004736572348181243,0.07930690640724136,0.89693683,19941.44468939501,0.34357545198777506,tasic-reads,saucie,logcounts,8,nmi
5,8,0.06356453895568848,-0.0012424392818876837,0.01562482743404019,0.9976394000000001,7462601.788146304,0.09743805732337116,tasic-reads,saucie,counts,96,ss
18,21,0.0980844497680664,-0.0012436002248731256,0.016471115286001113,0.99642646,13745512516.944841,0.00021980787038024347,tasic-reads,saucie,counts,96,vrc
29,32,0.07696318626403809,0.0008726302098135613,0.03922364387503775,0.9916617,8189128360.290053,6.756624015527678e-05,tasic-reads,saucie,counts,32,dbs
14,17,0.07059860229492188,0.6668452399074296,0.7592254422626799,0.61144334,907.8797158506296,0.4884780713836528,tasic-reads,lle,logcounts,16,ari
14,17,0.07059860229492188,0.6668452399074296,0.7592254422626799,0.61144334,907.8797158506296,0.4884780713836528,tasic-reads,lle,logcounts,16,nmi
0,3,0.4686493873596192,0.021330650954813988,0.14241423477035836,0.9910726999999999,78855.44239252496,0.05918419832140975,tasic-reads,lle,logcounts,2,ss
52,55,0.06904244422912598,0.03688490963294251,0.24030468103541505,0.54263204,150136938.63637507,0.3568485403112471,tasic-reads,lle,logcounts,2,vrc
0,3,0.4686493873596192,0.021330650954813988,0.14241423477035836,0.9910726999999999,78855.44239252496,0.05918419832140975,tasic-reads,lle,logcounts,2,dbs
4,7,0.11446571350097655,0.4870794483418713,0.5661113743872536,0.024486884,51.62923171106143,4.938537870242037,tasic-reads,srp,logcounts,96,ari
4,7,0.11446571350097655,0.4870794483418713,0.5661113743872536,0.024486884,51.62923171106143,4.938537870242037,tasic-reads,srp,logcounts,96,nmi
2,5,0.02551889419555664,0.03199568030173232,0.21661480693059784,0.6135832,1216.5286297405205,0.6138325830211938,tasic-reads,srp,counts,4,ss
0,3,0.537020206451416,0.06789226182879123,0.19021175271136675,0.40211058,2017.630414688909,0.8990987565812091,tasic-reads,srp,counts,8,vrc
2,5,0.02551889419555664,0.03199568030173232,0.21661480693059784,0.6135832,1216.5286297405205,0.6138325830211938,tasic-reads,srp,counts,4,dbs
