,k,time,ari,nmi,ss,vrc,dbs,dataset,method,count_type,dimensions,loss_criteria
49,52,0.060770273208618164,0.1779083849955913,0.4583779694398492,0.47634970000000004,31596.0261129348,0.6083852772436225,segerstolpe,pca,counts,2,vrc
1,4,0.20993304252624512,0.1446530649735488,0.3981406003934194,0.7155665,7116.571486330333,0.4435283818754874,segerstolpe,pca,counts,2,dbs
4,7,0.07864928245544434,0.9067024756843152,0.894990667019515,0.23168547,248.60554331899525,1.6121325199345933,segerstolpe,fica,logcounts,16,ari
4,7,0.07864928245544434,0.9067024756843152,0.894990667019515,0.23168547,248.60554331899525,1.6121325199345933,segerstolpe,fica,logcounts,16,nmi
1,4,0.23398661613464355,0.1451506513470938,0.398962518555904,0.7135102,6961.593987951561,0.4540348234873545,segerstolpe,fica,counts,2,ss
52,55,0.07193756103515625,0.17759532731485606,0.4534069717814244,0.4914371,36705.377047854134,0.5904639406610356,segerstolpe,fica,counts,2,vrc
1,4,0.23398661613464355,0.1451506513470938,0.398962518555904,0.7135102,6961.593987951561,0.4540348234873545,segerstolpe,fica,counts,2,dbs
7,10,0.04790449142456055,0.4615763349090221,0.5362939093541221,0.32216849999999997,1985.0711902951232,0.8716950416835259,segerstolpe,grp,counts,4,ari
11,14,0.11197566986083984,0.4064130810515743,0.6558063504516584,0.35484540000000003,1336.0960743952796,0.8389425406659426,segerstolpe,grp,counts,96,nmi
0,3,0.5705137252807617,0.2787563196871753,0.37385588139516535,0.58060485,1758.250363948325,0.6805893129552502,segerstolpe,grp,counts,4,ss
4,7,0.022650480270385742,0.3927397849747678,0.4851313395581116,0.3805033,2167.9865978484727,0.7981240197014221,segerstolpe,grp,counts,2,vrc
1,4,0.2298469543457031,0.3665262841397117,0.4499084709880186,0.5200299,1948.8428929608897,0.6617257034213249,segerstolpe,grp,counts,4,dbs
5,8,0.07976484298706055,0.4933602930390237,0.6228250268572789,0.21209164,534.1109165406125,1.6078095127706278,segerstolpe,ipca,logcounts,48,ari
14,17,0.10920166969299316,0.3584262148389947,0.6606095913360358,0.15733822,269.41901002912573,1.8870221828369842,segerstolpe,ipca,logcounts,96,nmi
1,4,0.2436506748199463,0.1446530649735488,0.39814060039341936,0.7155665,7116.571486330333,0.4435283818754874,segerstolpe,ipca,counts,2,ss
51,54,0.08962368965148926,0.17882628895436545,0.4565410097833923,0.47979107,31330.527100919764,0.6107741815573308,segerstolpe,ipca,counts,2,vrc
1,4,0.2436506748199463,0.1446530649735488,0.39814060039341936,0.7155665,7116.571486330333,0.4435283818754874,segerstolpe,ipca,counts,2,dbs
7,10,0.09239053726196288,0.4873180984633744,0.6801808789148239,0.48311883,2692.8829870436216,0.7070700720913583,segerstolpe,phate,counts,48,ari
7,10,0.09239053726196288,0.4873180984633744,0.6801808789148239,0.48311883,2692.8829870436216,0.7070700720913583,segerstolpe,phate,counts,48,nmi
2,5,0.014147281646728516,0.3571852420666171,0.4950090959826747,0.59732395,4514.1183243466085,0.5848141590324685,segerstolpe,phate,counts,2,ss
51,54,0.08893847465515138,0.16647552989349118,0.5376236960655589,0.5063645999999999,13175.529583083076,0.6494021494539159,segerstolpe,phate,counts,2,vrc
3,6,0.03055095672607422,0.280629379176468,0.4730962330349156,0.58710575,5016.579762353817,0.5591991471768699,segerstolpe,phate,counts,2,dbs
6,9,0.030389308929443363,0.5333392473583641,0.7014983329394591,0.74517447,2606.092480146939,0.5556585647263469,segerstolpe,vpac,counts,16,ari
11,14,0.06887173652648926,0.4176382431046439,0.7073639931104428,0.5656584,930.3310637441502,0.866203603632183,segerstolpe,vpac,counts,48,nmi
27,30,0.06495022773742676,0.2537449668178273,0.6180508916598054,0.99662274,23170337.295332044,0.006120356977939835,segerstolpe,vpac,logcounts,32,ss
52,55,0.04266977310180664,0.0625111699087454,0.29958747334552865,0.5290118,2549723005816.5586,0.4727778350785283,segerstolpe,vpac,logcounts,2,vrc
42,45,0.06465744972229004,0.1832303615865921,0.6041633438644247,0.99513984,15052809.791348733,0.0058717457805676325,segerstolpe,vpac,logcounts,48,dbs
1,4,0.29285287857055664,0.7755859293486989,0.7472931338665844,0.45689055,1095.771511158823,1.0320247932794215,segerstolpe,mctsne,counts,8,ari
4,7,0.01932048797607422,0.6432524096195972,0.7743316459988581,0.5666965,2407.76800041261,0.6379409255613632,segerstolpe,mctsne,counts,4,nmi
0,3,0.6183502674102783,-0.0004116194607713631,0.0004518715167932125,0.9995469000000001,5.368623237596905e+16,4.313781479040136e-09,segerstolpe,mctsne,counts,48,ss
24,27,0.08990025520324707,0.2238962590285959,0.4323116205107422,0.31951392,1.925372325791177e+17,1.454219583767998,segerstolpe,mctsne,counts,48,vrc
0,3,0.6183502674102783,-0.0004116194607713631,0.0004518715167932125,0.9995469000000001,5.368623237596905e+16,4.313781479040136e-09,segerstolpe,mctsne,counts,48,dbs
1,4,0.2638623714447021,0.00942538463960668,0.007153325536116429,0.5674100000000001,4408.407125471329,0.6411262958505507,segerstolpe,saucie,counts,32,ari
51,54,0.11902713775634766,0.001232022391175608,0.05073485925643493,0.31088805,458.62013665465105,1.103607720326807,segerstolpe,saucie,logcounts,16,nmi
42,45,0.03571748733520508,-0.0005888046955825644,0.03762944057651632,0.8384816999999999,168950.83647512796,0.36618725206764224,segerstolpe,saucie,counts,8,ss
52,55,0.11777782440185547,0.001432943404881633,0.04538361305331362,0.7992399,209676.75832413058,0.4035945332361059,segerstolpe,saucie,counts,8,vrc
30,33,0.049750089645385735,0.0026944296224225978,0.0332308259430282,0.7909156999999999,116729.69533512894,0.34315909563165264,segerstolpe,saucie,counts,8,dbs
10,13,0.04197835922241211,0.7882488884656281,0.7358592041947497,0.8824049999999999,38183.86084885202,0.5307480954639521,segerstolpe,lle,counts,2,ari
5,8,0.027097702026367188,0.7715853738658756,0.7530059167705118,0.8710690999999999,16139.689115627836,0.36719507675949103,segerstolpe,lle,counts,4,nmi
10,13,0.053249359130859375,0.3179061950532556,0.4236192345083385,0.9433710999999999,810128.0863188239,0.2988857085367582,segerstolpe,lle,logcounts,2,ss
52,55,0.05979990959167481,0.31457039322734137,0.4255895570247987,0.92314905,6955613.785975567,0.3101415417223484,segerstolpe,lle,logcounts,2,vrc
2,5,0.009662866592407228,0.3395706130798842,0.4570320915404498,0.8804639999999999,67874.7919463338,0.1769237194352859,segerstolpe,lle,logcounts,2,dbs
15,18,0.10260510444641112,0.5355757266009423,0.5783876021003616,0.2792841,2338.604098070265,0.8957277601114223,segerstolpe,srp,counts,48,ari
15,18,0.10260510444641112,0.5355757266009423,0.5783876021003616,0.2792841,2338.604098070265,0.8957277601114223,segerstolpe,srp,counts,48,nmi
1,4,0.21390581130981445,0.04296166182459999,0.12938566358289302,0.84756684,4049.218391747633,0.4453069339928287,segerstolpe,srp,counts,8,ss
50,53,0.12047982215881348,0.04506758267137122,0.4155929322791678,0.31457195,10534.556163388199,0.7023041006767224,segerstolpe,srp,counts,16,vrc
0,3,0.5601611137390137,0.04287955802155485,0.12850026331573455,0.84599274,4551.484702291839,0.3686177358950644,segerstolpe,srp,counts,8,dbs
1,4,0.2869987487792969,0.7434281635896115,0.7299600195735308,0.28762215,807.0182100047183,1.3881119842333574,segerstolpe,lsnmf,logcounts,16,ari
4,7,0.08046698570251465,0.6837057520576119,0.7350290689447607,0.31338415,770.9099663719603,1.1265881452129862,segerstolpe,lsnmf,logcounts,16,nmi
1,4,0.201688289642334,-0.00042056874148571117,0.004799374594413342,0.40645662,2198.913213278721,0.7745465360503199,segerstolpe,lsnmf,counts,2,ss
51,54,0.09630656242370604,0.0002603944498771341,0.048395959310586746,0.35395240000000006,2306.4096165298106,0.8032602196291938,segerstolpe,lsnmf,counts,2,vrc
9,12,0.049162626266479485,-0.00030859939695454216,0.015262723968603302,0.37739809999999996,2186.7503232113118,0.7712262854482885,segerstolpe,lsnmf,counts,2,dbs
3,6,0.07939648628234862,0.917683234701509,0.8745816989466121,0.34932336,396.8585481751863,1.631863580760555,segerstolpe,lda,counts,48,ari
3,6,0.07939648628234862,0.917683234701509,0.8745816989466121,0.34932336,396.8585481751863,1.631863580760555,segerstolpe,lda,counts,48,nmi
0,3,0.5576732158660889,0.05933371479117125,0.15594392658716366,0.91760725,9923.847938942588,0.3163527085057167,segerstolpe,lda,counts,2,ss
52,55,0.04376983642578125,0.10820828606166376,0.31028864978934617,0.54790354,1565784.1309777144,0.4169090170132079,segerstolpe,lda,logcounts,2,vrc
0,3,0.5576732158660889,0.05933371479117125,0.15594392658716366,0.91760725,9923.847938942588,0.3163527085057167,segerstolpe,lda,counts,2,dbs
2,5,0.016417741775512695,0.7997148151510286,0.8063941603127559,0.3367982,616.9364042280083,1.200534176485044,segerstolpe,zifa,logcounts,8,ari
2,5,0.016417741775512695,0.7997148151510286,0.8063941603127559,0.3367982,616.9364042280083,1.200534176485044,segerstolpe,zifa,logcounts,8,nmi
0,3,0.6456141471862793,0.3292027744404051,0.4516996820226546,0.5977608,14087.859644753176,0.6620146530448077,segerstolpe,zifa,logcounts,2,ss
0,3,0.6456141471862793,0.3292027744404051,0.4516996820226546,0.5977608,14087.859644753176,0.6620146530448077,segerstolpe,zifa,logcounts,2,vrc
0,3,0.5629725456237793,0.3584395717811109,0.4268584736919104,0.52278143,4209.058195671429,0.6255748638271109,segerstolpe,zifa,counts,2,dbs
1,4,0.2182612419128418,0.5804674962599682,0.6106997616651275,0.42025328,1360.8968432302165,0.8940931450550218,segerstolpe,spca-batch,counts,8,ari
8,11,0.06615066528320312,0.5059493576901282,0.6894627778426423,0.3388492,933.1508653616628,1.0601721802630129,segerstolpe,spca-batch,logcounts,8,nmi
0,3,0.6169898509979248,0.13339910752175896,0.3833456035685066,0.72652155,11618.471581121541,0.4699044381214797,segerstolpe,spca-batch,counts,2,ss
52,55,0.08074212074279785,0.14098811939595599,0.4565683913676384,0.49632773,70637.3768192735,0.544278709834126,segerstolpe,spca-batch,counts,2,vrc
7,10,0.0188291072845459,0.20642350487147856,0.5186442208138384,0.6333677,20774.900757604017,0.4651352492233208,segerstolpe,spca-batch,counts,2,dbs
4,7,0.07100200653076172,0.3829461254024388,0.5564912204781702,0.34816635,669.0249542961661,1.0723139981405916,segerstolpe,kpca-rbf,logcounts,16,ari
21,24,0.12331151962280272,0.3394282874550624,0.6503694391939154,0.20981343,203.00783093101384,1.3427972362219185,segerstolpe,kpca-rbf,logcounts,48,nmi
0,3,0.6629750728607178,-0.00017164871876182173,0.002369646068488899,0.93136007,553.8290595925038,0.5361558189048221,segerstolpe,kpca-rbf,counts,8,ss
52,55,0.07495427131652832,0.07094949309232912,0.3532811647250013,0.39611745,8516.220771563465,0.7162785786135784,segerstolpe,kpca-rbf,logcounts,2,vrc
1,4,0.25428271293640137,0.0003536260806140253,0.004539405937576575,0.3126712,4.467931664446375,0.4211221598070138,segerstolpe,kpca-rbf,counts,96,dbs
6,9,0.1157517433166504,0.34514468943322835,0.5408721154685424,0.19460155,399.46733232224165,1.7797099056083994,segerstolpe,kpca-pol,logcounts,96,ari
21,24,0.05088090896606445,0.2293187701946301,0.5700505239167293,0.26231506,559.0988278607164,1.2537343033794597,segerstolpe,kpca-pol,logcounts,16,nmi
0,3,0.6622540950775146,0.027294037371797947,0.08404614400321751,0.9345994000000001,6047.526090624655,0.43436506012167536,segerstolpe,kpca-pol,counts,2,ss
52,55,0.06141257286071777,0.008638648315911084,0.3119953519848772,0.6957396,126146.28260450186,0.34145182287166564,segerstolpe,kpca-pol,counts,2,vrc
51,54,0.0555880069732666,0.021788836596368072,0.31470063656946057,0.68409914,123600.73862501785,0.3230897073394437,segerstolpe,kpca-pol,counts,2,dbs
2,5,0.024729251861572262,0.8009298934715463,0.7535886453777099,0.6478949,8385.206164937526,0.436486884378196,segerstolpe,umap,counts,2,ari
2,5,0.024729251861572262,0.8009298934715463,0.7535886453777099,0.6478949,8385.206164937526,0.436486884378196,segerstolpe,umap,counts,2,nmi
0,3,0.5951602458953857,0.3448235733707856,0.4337710465105757,0.7461455,17706.20182718164,0.33094048536901344,segerstolpe,umap,logcounts,2,ss
51,54,0.05709981918334961,0.12371626599704505,0.5751469589367105,0.4942298,41783.4699335454,0.6343244097251278,segerstolpe,umap,counts,2,vrc
0,3,0.5951602458953857,0.3448235733707856,0.4337710465105757,0.7461455,17706.20182718164,0.33094048536901344,segerstolpe,umap,logcounts,2,dbs
3,6,0.03706789016723633,0.5714488368528107,0.7199918058557127,0.5431063,1153.0652594940289,0.8820711462989205,segerstolpe,spectral,counts,8,ari
5,8,0.042217016220092766,0.5123177036843654,0.7293702573403972,0.6460388000000001,2290.795938030276,0.4922822040638705,segerstolpe,spectral,counts,8,nmi
0,3,0.5720195770263672,0.32527800707847104,0.3983900612374721,0.83813375,22255.804421088003,0.2575357504676694,segerstolpe,spectral,logcounts,2,ss
52,55,0.05511665344238281,0.16966287544419995,0.5062250332312689,0.51280254,130980.32543108884,0.5600925729381894,segerstolpe,spectral,counts,2,vrc
0,3,0.5720195770263672,0.32527800707847104,0.3983900612374721,0.83813375,22255.804421088003,0.2575357504676694,segerstolpe,spectral,logcounts,2,dbs
6,9,0.0960688591003418,0.54054249173313,0.684711970664991,0.24577168,415.7832028169622,1.291753149029863,segerstolpe,nmf2,counts,96,ari
7,10,0.07539868354797362,0.5404973257875375,0.6869784217877158,0.2576646,392.42904604486,1.2516640495002,segerstolpe,nmf2,counts,96,nmi
1,4,0.2215449810028076,0.13599182661429718,0.3910006760869789,0.7577590999999999,8979.996779978339,0.4188590259173695,segerstolpe,nmf2,counts,2,ss
52,55,0.04582500457763672,0.1271534925330148,0.4275633629655666,0.44184467,50861.24527097623,0.5642754016015359,segerstolpe,nmf2,counts,2,vrc
1,4,0.2215449810028076,0.13599182661429718,0.3910006760869789,0.7577590999999999,8979.996779978339,0.4188590259173695,segerstolpe,nmf2,counts,2,dbs
4,7,0.07852697372436522,0.608908805224168,0.7099115435035466,0.20662548,319.13829278326597,1.6167618572371965,segerstolpe,spca,logcounts,32,ari
8,11,0.06587505340576172,0.5491489873592723,0.729638494599131,0.11870041,134.58640143631624,2.299075608855184,segerstolpe,spca,logcounts,96,nmi
1,4,0.14739012718200686,0.1446530649735488,0.3981406003934194,0.71556634,7116.554630584843,0.4435285294032718,segerstolpe,spca,counts,2,ss
52,55,0.08338618278503418,0.17815632708163254,0.4569789326570315,0.47382414,31718.832084054255,0.6119632712634279,segerstolpe,spca,counts,2,vrc
1,4,0.14739012718200686,0.1446530649735488,0.3981406003934194,0.71556634,7116.554630584843,0.4435285294032718,segerstolpe,spca,counts,2,dbs
0,3,0.5746629238128662,0.8566089262125546,0.7713961094728519,0.52351797,8998.050552370334,0.7757126007678812,TabulaMuris_Spleen_10X,ivis,logcounts,2,ari
0,3,0.5746629238128662,0.8566089262125546,0.7713961094728519,0.52351797,8998.050552370334,0.7757126007678812,TabulaMuris_Spleen_10X,ivis,logcounts,2,nmi
0,3,0.6395478248596191,0.0004776436310467316,0.0008336646495451887,0.9998955,9563.635879700949,0.9991076317019438,TabulaMuris_Spleen_10X,ivis,counts,4,ss
0,3,0.4051833152770996,-0.0024456308603417547,0.001689337558153259,0.99984705,1208749027.0702586,0.012710366647549912,TabulaMuris_Spleen_10X,ivis,counts,96,vrc
1,4,0.31390810012817383,-0.0024464052528530315,0.00170128626578387,0.99978954,805944245.5971878,0.0008289731128851868,TabulaMuris_Spleen_10X,ivis,counts,96,dbs
1,4,0.26616883277893066,0.5546213227686418,0.6439097433691965,0.46320578,6309.0060479197155,0.915897219092012,TabulaMuris_Spleen_10X,kpca-cos,logcounts,4,ari
1,4,0.3186275959014893,0.5443319373742337,0.6508181218787525,0.19528055,1661.5307655599865,1.7731859962193093,TabulaMuris_Spleen_10X,kpca-cos,logcounts,48,nmi
0,3,0.4823532104492188,0.5387112739609307,0.5489297477469801,0.5823752,14995.677737196067,0.6328938464187172,TabulaMuris_Spleen_10X,kpca-cos,logcounts,2,ss
1,4,0.21608352661132807,0.41118762041397133,0.4904555896451812,0.52703565,15533.255684737216,0.6765452996679758,TabulaMuris_Spleen_10X,kpca-cos,logcounts,2,vrc
0,3,0.4823532104492188,0.5387112739609307,0.5489297477469801,0.5823752,14995.677737196067,0.6328938464187172,TabulaMuris_Spleen_10X,kpca-cos,logcounts,2,dbs
1,4,0.3211982250213623,0.8004296560564481,0.6714213987227206,0.3108132,7780.200780293781,1.0738453548604765,TabulaMuris_Spleen_10X,bd,counts,16,ari
1,4,0.3211982250213623,0.8004296560564481,0.6714213987227206,0.3108132,7780.200780293781,1.0738453548604765,TabulaMuris_Spleen_10X,bd,counts,16,nmi
0,3,0.5631461143493652,0.041340472746668716,0.07539157771570046,0.6237560999999999,22014.64088312457,0.5290581297186138,TabulaMuris_Spleen_10X,bd,logcounts,4,ss
52,55,0.14337563514709473,0.0025944149729185515,0.0389645090707428,0.5355634,324061.44150623714,0.494613294428986,TabulaMuris_Spleen_10X,bd,logcounts,4,vrc
0,3,0.7028908729553223,0.5376293526289918,0.4546031724089076,0.5685448000000001,19320.87427429594,0.4455499330716222,TabulaMuris_Spleen_10X,bd,counts,4,dbs
0,3,0.5429880619049072,0.5310580109337655,0.4119718109055901,0.28535017,2722.247841058293,1.1436855039799203,TabulaMuris_Spleen_10X,isomap,counts,16,ari
1,4,0.34226226806640625,0.4316521481711376,0.4908431579731546,0.14322592,1614.8640861393505,1.7985951466392982,TabulaMuris_Spleen_10X,isomap,counts,96,nmi
17,20,0.09329700469970703,0.07792479054715153,0.12749630404427434,0.6908089,20899.030440760704,0.6537000328405815,TabulaMuris_Spleen_10X,isomap,logcounts,2,ss
38,41,0.1286787986755371,0.051047334824592616,0.1285961046669378,0.57080597,24764.639837109127,0.6712867969676126,TabulaMuris_Spleen_10X,isomap,logcounts,2,vrc
0,3,0.6355154514312744,0.4800972691659776,0.3809027104877399,0.550561,14762.912167514873,0.4965204158319314,TabulaMuris_Spleen_10X,isomap,counts,2,dbs
0,3,0.5487425327301025,0.9445718377538352,0.8707704249702055,0.50507337,4790.6932890465305,0.9489776534224428,TabulaMuris_Spleen_10X,nmf,logcounts,8,ari
0,3,0.5487425327301025,0.9445718377538352,0.8707704249702055,0.50507337,4790.6932890465305,0.9489776534224428,TabulaMuris_Spleen_10X,nmf,logcounts,8,nmi
0,3,0.7226722240447998,0.9362610070464448,0.8531782689819069,0.7171268,18767.73958122121,0.4469701919136696,TabulaMuris_Spleen_10X,nmf,logcounts,4,ss
52,55,0.12220954895019533,0.014345009335021131,0.0732271880142072,0.45750290000000005,1383477.6919254812,0.4741753948357482,TabulaMuris_Spleen_10X,nmf,counts,2,vrc
17,20,0.06096959114074708,0.0422116253486822,0.09584224785516443,0.4977746,506869.0571898669,0.3988185038637032,TabulaMuris_Spleen_10X,nmf,counts,2,dbs
0,3,0.6462075710296631,0.8698727117437501,0.7787683867427133,0.23499174,1232.5204393662527,1.9138712292051983,TabulaMuris_Spleen_10X,snmf,logcounts,32,ari
0,3,0.445798397064209,0.8666005591132638,0.7820742530057787,0.33671036,2420.421124887504,1.2932359848422983,TabulaMuris_Spleen_10X,snmf,logcounts,16,nmi
0,3,0.7351627349853516,0.011755567874219835,0.03993335992923936,0.9866008,207492.8972308772,0.25581721228266496,TabulaMuris_Spleen_10X,snmf,counts,2,ss
51,54,0.14015746116638186,0.014642130463004053,0.07370287496826902,0.43776754,1863393.8490277496,0.4780143267225154,TabulaMuris_Spleen_10X,snmf,counts,2,vrc
0,3,0.7351627349853516,0.011755567874219835,0.03993335992923936,0.9866008,207492.8972308772,0.25581721228266496,TabulaMuris_Spleen_10X,snmf,counts,2,dbs
4,7,0.1801512241363525,0.8926715503124576,0.7650700360710847,0.29315194,4319.015963337335,0.8773326096148599,TabulaMuris_Spleen_10X,nsnmf,counts,96,ari
